날짜,매수 종목수,매도 종목수,남은 종목수,일일수익률,누적수익률,총자산,남은 현금
20170502,0,0,0,0.00,23.92,12392422.00,12392422.00
20170504,0,0,0,0.00,23.92,12392422.00,12392422.00
20170508,0,0,0,0.00,23.92,12392422.00,12392422.00
20170510,5,0,5,1.47,25.74,12574102.00,171302.00
20170511,0,5,0,-0.20,25.49,12548843.00,12548843.00
20170512,3,0,3,0.54,26.16,12616098.00,5115588.00
20170515,1,3,1,2.41,29.21,12920663.00,10101863.00
20170516,3,1,3,1.23,30.80,13080026.00,5228472.00
20170517,1,3,1,-0.28,30.43,13043466.00,10434366.00
20170518,2,1,2,3.84,35.44,13544498.00,7913955.00
20170519,0,2,0,0.32,35.88,13587751.00,13587751.00
20170522,3,0,3,-0.16,35.66,13565960.00,5530060.00
20170523,2,3,2,-0.13,35.49,13548755.00,8229485.00
20170524,1,2,1,-0.52,34.78,13478233.00,10809303.00
20170525,1,1,1,0.33,35.22,13522042.00,10838992.00
20170526,3,1,3,1.91,37.81,13780550.00,5519005.00
20170529,1,3,1,0.99,39.17,13917153.00,11126853.00
20170530,2,1,2,1.42,41.15,14115149.00,8413069.00
20170531,2,2,2,0.69,42.13,14212602.00,8498793.00
20170601,2,2,2,-0.59,41.29,14128587.00,8431287.00
20170602,1,2,1,0.78,42.38,14238440.00,11539710.00
20170605,2,1,2,0.74,43.44,14343962.00,8587267.00
20170607,2,2,2,1.33,45.34,14534487.00,8781837.00
20170608,2,2,2,-0.12,45.16,14516455.00,8801755.00
20170609,2,2,2,1.31,47.06,14706437.00,8823149.00
20170612,1,2,1,0.05,47.14,14713624.00,11753499.00
20170613,1,1,1,0.45,47.80,14780448.00,11818648.00
20170614,2,1,2,-1.00,46.33,14633292.00,8940847.00
20170615,3,2,3,0.44,46.98,14697835.00,6052185.00
20170616,2,3,2,1.44,49.09,14909190.00,8950024.00
20170619,1,2,1,0.70,50.14,15013594.00,12885594.00
20170620,4,1,4,-0.05,50.06,15005561.00,3137451.00
20170621,0,4,0,1.46,52.25,15224850.00,15224850.00
20170622,0,0,0,0.00,52.25,15224850.00,15224850.00
20170623,0,0,0,0.00,52.25,15224850.00,15224850.00
20170626,3,0,3,2.33,55.79,15579180.00,6208849.00
20170627,1,3,1,0.55,56.65,15664994.00,12488744.00
20170628,2,1,2,0.11,56.83,15682869.00,9508269.00
20170629,0,2,0,-0.04,56.77,15676739.00,15676739.00
20170630,1,0,1,-0.66,55.73,15573009.00,12574269.00
20170703,2,1,2,-0.89,54.34,15434239.00,9423779.00
20170704,0,2,0,0.33,54.86,15485788.00,15485788.00
20170705,0,0,0,0.00,54.86,15485788.00,15485788.00
20170706,0,0,0,0.00,54.86,15485788.00,15485788.00
20170707,1,0,1,0.43,55.52,15552428.00,13447388.00
20170710,3,1,3,1.50,57.85,15785185.00,6319188.00
20170711,0,3,0,0.04,57.92,15791513.00,15791513.00
20170712,0,0,0,0.00,57.92,15791513.00,15791513.00
20170713,0,0,0,0.00,57.92,15791513.00,15791513.00
20170714,4,0,4,-0.74,56.75,15674588.00,3296513.00
20170717,1,4,1,0.66,57.77,15777431.00,12570931.00
20170718,1,1,1,0.41,58.43,15842876.00,12647001.00
20170719,3,1,3,1.01,60.03,16003257.00,6481227.00
20170720,1,3,1,-1.56,57.53,15753060.00,12572250.00
20170721,0,1,0,-0.04,57.47,15747182.00,15747182.00
20170724,1,0,1,0.17,57.73,15773447.00,12630402.00
20170725,2,1,2,1.14,59.53,15953214.00,9587824.00
20170726,3,2,3,1.34,61.67,16166882.00,6498446.00
20170727,2,3,2,0.76,62.89,16289488.00,9873478.00
20170728,0,2,0,0.77,64.14,16414347.00,16414347.00
20170731,0,0,0,0.00,64.14,16414347.00,16414347.00
20170801,0,0,0,0.00,64.14,16414347.00,16414347.00
20170802,0,0,0,0.00,64.14,16414347.00,16414347.00
20170803,1,0,1,0.43,64.84,16484347.00,13180347.00
20170804,0,1,0,-0.07,64.73,16473455.00,16473455.00
20170807,0,0,0,0.00,64.73,16473455.00,16473455.00
20170808,1,0,1,0.27,65.17,16517165.00,13217885.00
20170809,3,1,3,0.58,66.13,16612762.00,6750923.00
20170810,0,3,0,0.91,67.64,16764155.00,16764155.00
20170811,0,0,0,0.00,67.64,16764155.00,16764155.00
20170814,0,0,0,0.00,67.64,16764155.00,16764155.00
20170816,1,0,1,0.87,69.11,16910605.00,13446305.00
20170817,2,1,2,-0.07,68.99,16899365.00,10218285.00
20170818,3,2,3,0.11,69.18,16918130.00,6859955.00
20170821,1,3,1,-2.00,65.79,16579391.00,13376191.00
20170822,3,1,3,-0.18,65.50,16550151.00,7909931.00
20170823,1,3,1,0.17,65.78,16577637.00,13277033.00
20170824,2,1,2,0.21,66.13,16612645.00,10039121.00
20170825,2,2,2,-0.29,65.64,16564373.00,10029527.00
20170828,2,2,2,-0.35,65.07,16506763.00,10013108.00
20170829,1,2,1,-0.38,64.45,16444808.00,13198088.00
20170830,2,1,2,-0.83,63.08,16308066.00,9928084.00
20170831,2,2,2,0.68,64.19,16418641.00,9879607.00
20170901,1,2,1,1.52,66.69,16668931.00,13389831.00
20170904,4,1,4,1.65,69.45,16944782.00,3698442.00
20170905,0,4,0,0.08,69.58,16957759.00,16957759.00
20170906,0,0,0,0.00,69.58,16957759.00,16957759.00
20170907,2,0,2,-0.33,69.02,16902069.00,10243619.00
20170908,2,2,2,-0.56,68.07,16806912.00,10235432.00
20170911,2,2,2,1.08,69.88,16988226.00,10156326.00
20170912,2,2,2,0.40,70.56,17055805.00,10377849.00
20170913,2,2,2,1.01,72.28,17227554.00,10315944.00
20170914,1,2,1,1.97,75.66,17566270.00,14066266.00
20170915,2,1,2,0.11,75.86,17585579.00,10557079.00
20170918,3,2,3,-1.05,74.01,17401132.00,7101267.00
20170919,2,3,2,0.16,74.30,17429669.00,10695769.00
20170920,2,2,2,-1.09,72.40,17240052.00,10619372.00
20170921,2,2,2,4.70,80.51,18050540.00,10394385.00
20170922,0,2,0,0.64,81.66,18165707.00,18165707.00
20170925,0,0,0,0.00,81.66,18165707.00,18165707.00
20170926,0,0,0,0.00,81.66,18165707.00,18165707.00
20170927,1,0,1,-1.67,78.62,17861667.00,14572507.00
20170928,0,1,0,1.21,80.78,18078079.00,18078079.00
20170929,1,0,1,-1.43,78.20,17819713.00,14505172.00
20171010,4,1,4,0.52,79.13,17912882.00,3747642.00
20171011,0,4,0,0.76,80.50,18049615.00,18049615.00
20171012,0,0,0,0.00,80.50,18049615.00,18049615.00
20171013,1,0,1,-0.23,80.07,18007415.00,14479495.00
20171016,3,1,3,0.18,80.39,18039191.00,7350041.00
20171017,0,3,0,-0.07,80.26,18026396.00,18026396.00
20171018,2,0,2,1.31,82.62,18262276.00,10947766.00
20171019,2,2,2,-0.69,81.36,18136117.00,11014114.00
20171020,3,2,3,1.66,84.38,18437714.00,7386124.00
20171023,2,3,2,-0.25,83.91,18391222.00,11229122.00
20171024,0,2,0,0.11,84.11,18410587.00,18410587.00
20171025,0,0,0,0.00,84.11,18410587.00,18410587.00
20171026,1,0,1,1.51,86.88,18688187.00,14767087.00
20171027,0,1,0,1.23,89.17,18917424.00,18917424.00
20171030,1,0,1,-0.69,87.86,18786324.00,15184524.00
20171031,2,1,2,0.74,89.25,18924909.00,11356616.00
20171101,1,2,1,0.00,89.25,18924733.00,15135213.00
20171102,1,1,1,-0.15,88.96,18896494.00,15166114.00
20171103,3,1,3,0.39,89.70,18970301.00,7700409.00
20171106,1,3,1,0.83,91.27,19127171.00,15251971.00
20171107,1,1,1,-0.01,91.25,19125453.00,15330453.00
20171108,2,1,2,0.56,92.33,19232636.00,11564456.00
20171109,3,2,3,1.63,95.45,19545259.00,7832399.00
20171110,2,3,2,0.85,97.12,19711795.00,11853445.00
20171113,3,2,3,-0.45,96.23,19622944.00,7948839.00
20171114,1,3,1,0.64,97.48,19748243.00,15826633.00
20171115,3,1,3,-0.01,97.47,19746644.00,8027154.00
20171116,1,3,1,0.16,97.79,19778580.00,15928594.00
20171117,3,1,3,3.52,104.75,20474655.00,8061375.00
20171120,0,3,0,0.53,105.82,20582366.00,20582366.00
20171121,2,0,2,-0.36,105.09,20509036.00,12445186.00
20171122,3,2,3,-3.29,98.35,19835030.00,8551410.00
20171123,1,3,1,-0.30,97.75,19774614.00,15885014.00
20171124,2,1,2,-0.67,96.42,19641810.00,11941890.00
20171127,1,2,1,0.92,98.22,19821594.00,15764789.00
20171128,3,1,3,5.64,109.39,20938984.00,8115494.00
20171129,0,3,0,-0.27,108.82,20882393.00,20882393.00
20171130,5,0,5,1.40,111.74,21174187.00,260083.00
20171201,0,5,0,0.51,112.83,21282799.00,21282799.00
20171204,3,0,3,-0.49,111.78,21177639.00,8675759.00
20171205,1,3,1,0.26,112.33,21233132.00,16942432.00
20171206,0,1,0,0.55,113.50,21350103.00,21350103.00
20171207,0,0,0,0.00,113.50,21350103.00,21350103.00
20171208,0,0,0,0.00,113.50,21350103.00,21350103.00
20171211,0,0,0,0.00,113.50,21350103.00,21350103.00
20171212,0,0,0,0.00,113.50,21350103.00,21350103.00
20171213,0,0,0,0.00,113.50,21350103.00,21350103.00
20171214,2,0,2,0.73,115.07,21506681.00,14961692.00
20171215,2,2,2,0.81,116.81,21681039.00,12962899.00
20171218,1,2,1,1.35,119.73,21973296.00,17670081.00
20171219,3,1,4,-4.67,109.47,20946530.00,8255221.00
20171220,1,4,1,3.53,116.87,21686519.00,16943219.00
20171221,0,1,0,-1.34,113.95,21395377.00,21395377.00
20171222,0,0,0,0.00,113.95,21395377.00,21395377.00
20171226,2,0,2,-1.14,111.52,21151648.00,12989139.00
20171227,1,2,1,1.56,114.82,21481902.00,16992302.00
20171228,0,1,0,-0.07,114.67,21467134.00,21467134.00
20180102,3,0,3,-0.53,113.52,21352414.00,9038834.00
20180103,1,3,1,0.43,114.44,21444277.00,17126192.00
20180104,2,1,2,1.20,117.02,21702142.00,13021492.00
20180105,3,2,3,0.07,117.17,21717148.00,8754317.00
20180108,1,3,1,0.62,118.51,21851063.00,17496453.00
20180109,4,1,4,-1.39,115.47,21546757.00,4746852.00
20180110,0,4,0,0.20,115.89,21588858.00,21588858.00
20180111,3,0,3,0.47,116.90,21689978.00,8777238.00
20180112,1,3,1,-1.41,113.85,21385180.00,17563810.00
20180115,4,1,4,3.09,120.46,22046256.00,4901226.00
20180116,1,4,1,-3.44,112.88,21288415.00,17532265.00
20180117,4,1,4,2.67,118.56,21855812.00,4502946.00
20180118,1,4,1,0.93,120.60,22060132.00,17749732.00
20180119,4,1,4,5.21,132.09,23209141.00,4714396.00
20180122,1,4,1,2.87,138.76,23875714.00,19272322.00
20180123,4,1,4,2.13,143.84,24384410.00,5112110.00
20180124,1,4,1,0.41,144.85,24484906.00,19694926.00
20180125,3,1,3,2.03,149.82,24981559.00,10015539.00
20180126,0,3,0,-0.60,148.32,24831882.00,24831882.00
20180129,4,0,4,-0.54,146.98,24698297.00,5177837.00
20180130,1,4,1,0.24,147.58,24758458.00,19726458.00
20180131,2,1,2,-0.55,146.22,24621660.00,15006940.00
20180201,2,2,2,1.29,149.40,24939949.00,14850394.00
20180202,2,2,2,2.14,154.73,25472770.00,15259285.00
20180205,0,2,0,-2.06,149.47,24947088.00,24947088.00
20180206,0,0,0,0.00,149.47,24947088.00,24947088.00
20180207,0,0,0,0.00,149.47,24947088.00,24947088.00
20180208,0,0,0,0.00,149.47,24947088.00,24947088.00
20180209,4,0,4,1.47,153.13,25312973.00,5280243.00
20180212,0,4,0,0.79,155.14,25514077.00,25514077.00
20180213,3,0,3,-4.73,143.08,24307887.00,10365847.00
20180214,0,3,0,0.35,143.92,24392415.00,24392415.00
20180219,0,0,0,0.00,143.92,24392415.00,24392415.00
20180220,1,0,1,-0.57,142.54,24254165.00,19579365.00
20180221,2,1,2,0.30,143.28,24328108.00,14668198.00
20180222,3,2,3,1.41,146.71,24670884.00,9892974.00
20180223,2,3,2,-0.78,144.78,24478044.00,14920044.00
20180226,2,2,2,0.62,146.29,24629492.00,14989292.00
20180227,3,2,3,0.20,146.78,24677732.00,10014146.00
20180228,2,3,2,0.94,149.09,24908606.00,14896006.00
20180302,0,2,0,-0.40,148.10,24809932.00,24809932.00
20180305,3,0,3,-2.36,142.26,24225512.00,10088147.00
20180306,0,3,0,-4.36,131.68,23168201.00,23168201.00
20180307,3,0,3,-0.69,130.08,23007791.00,9414062.00
20180308,0,3,0,-0.11,129.82,22981577.00,22981577.00
20180309,4,0,4,1.31,132.83,23283137.00,4817050.00
20180312,0,4,0,0.85,134.81,23480849.00,23480849.00
20180313,4,0,4,0.85,136.81,23681099.00,4908966.00
20180314,0,4,0,-1.21,133.95,23394785.00,23394785.00
20180315,4,0,4,0.99,136.27,23627258.00,4880812.00
20180316,1,4,1,-0.25,135.68,23567674.00,18954274.00
20180319,0,1,0,-0.06,135.52,23552444.00,23552444.00
20180320,4,0,4,-0.42,134.53,23452524.00,4928654.00
20180321,0,4,0,-0.26,133.91,23391383.00,23391383.00
20180322,4,0,4,-2.31,128.52,22851815.00,4922439.00
20180323,0,4,0,-3.09,121.46,22145967.00,22145967.00
20180326,0,0,0,0.00,121.46,22145967.00,22145967.00
20180327,3,0,3,-0.15,121.12,22112412.00,9004223.00
20180328,2,3,2,2.45,126.53,22653469.00,13413959.00
20180329,0,2,0,2.46,132.12,23211633.00,23211633.00
20180330,0,0,0,0.00,132.12,23211633.00,23211633.00
20180402,2,0,2,1.78,136.25,23625033.00,14071233.00
20180403,2,2,2,-0.33,135.47,23547481.00,14028511.00
20180404,2,2,2,0.06,135.62,23561769.00,14284155.00
20180405,3,2,3,-2.72,129.21,22920940.00,9622180.00
20180406,2,3,2,0.82,131.10,23109978.00,14038403.00
20180409,1,2,1,0.40,132.02,23201659.00,18505449.00
20180410,3,1,3,1.19,134.78,23478044.00,9443108.00
20180411,2,3,2,-0.03,134.72,23472026.00,14177151.00
20180412,3,2,3,1.21,137.57,23756574.00,9738574.00
20180413,1,3,1,0.39,138.50,23850034.00,19045834.00
20180416,0,1,0,-0.07,138.34,23834197.00,23834197.00
20180417,4,0,4,1.61,142.17,24216852.00,4979467.00
20180418,1,4,1,1.82,146.57,24657286.00,19555386.00
20180419,2,1,2,-0.51,145.32,24532392.00,14990167.00
20180420,0,2,0,0.15,145.70,24569953.00,24569953.00
20180423,4,0,4,0.48,146.89,24688543.00,5126518.00
20180424,0,4,0,0.55,148.25,24825432.00,24825432.00
20180425,0,0,0,0.00,148.25,24825432.00,24825432.00
20180426,0,0,0,0.00,148.25,24825432.00,24825432.00
20180427,3,0,3,-0.14,147.91,24791407.00,10083747.00
20180430,1,3,1,-0.39,146.95,24694677.00,20311397.00
20180502,0,1,0,-3.99,137.10,23710462.00,23710462.00
20180503,0,0,0,0.00,137.10,23710462.00,23710462.00
20180504,0,0,0,0.00,137.10,23710462.00,23710462.00
20180508,0,0,0,0.00,137.10,23710462.00,23710462.00
20180509,0,0,0,0.00,137.10,23710462.00,23710462.00
20180510,3,0,3,-0.07,136.94,23694052.00,9677112.00
20180511,2,3,2,-0.16,136.57,23656630.00,14272580.00
20180514,1,2,1,0.68,138.18,23817801.00,18956241.00
20180515,3,1,3,2.08,143.13,24313312.00,9660152.00
20180516,1,3,1,-2.20,137.77,23777343.00,18654888.00
20180517,0,1,0,-0.22,137.25,23725225.00,23725225.00
20180518,2,0,2,0.10,137.50,23750033.00,14335471.00
20180521,3,2,3,0.42,138.50,23849615.00,9667010.00
20180523,2,3,2,-0.45,137.42,23741860.00,14096510.00
20180524,2,2,2,-0.51,136.22,23621582.00,14322957.00
20180525,3,2,3,-0.51,135.02,23501898.00,9605202.00
20180528,2,3,2,0.32,135.76,23576206.00,14529151.00
20180529,3,2,3,-1.70,131.76,23176129.00,9683019.00
20180530,1,3,1,-0.42,130.80,23079550.00,18621850.00
20180531,4,1,4,-1.13,128.18,22817820.00,4989940.00
20180601,1,4,1,0.60,129.56,22955644.00,18514894.00
20180604,3,1,3,-0.20,129.09,22909463.00,9442903.00
20180605,2,3,2,0.62,130.52,23051888.00,13842688.00
20180607,2,2,2,3.59,138.79,23879308.00,14399578.00
20180608,2,2,2,-0.76,136.98,23698332.00,14485812.00
20180611,2,2,2,-0.67,135.38,23538418.00,14295536.00
20180612,0,2,0,-1.20,132.57,23256751.00,23256751.00
20180614,0,0,0,0.00,132.57,23256751.00,23256751.00
20180615,0,0,0,0.00,132.57,23256751.00,23256751.00
20180618,0,0,0,0.00,132.57,23256751.00,23256751.00
20180619,0,0,0,0.00,132.57,23256751.00,23256751.00
20180620,0,0,0,0.00,132.57,23256751.00,23256751.00
20180621,3,0,3,-0.77,130.77,23076519.00,9458168.00
20180622,0,3,0,0.33,131.52,23152421.00,23152421.00
20180625,0,0,0,0.00,131.52,23152421.00,23152421.00
20180626,5,0,5,-1.45,128.16,22815741.00,342051.00
20180627,0,5,0,0.61,129.54,22953954.00,22953954.00
20180628,0,0,0,0.00,129.54,22953954.00,22953954.00
20180629,0,0,0,0.00,129.54,22953954.00,22953954.00
20180702,4,0,4,3.41,137.37,23737359.00,4827039.00
20180703,0,4,0,0.11,137.63,23763136.00,23763136.00
20180704,3,0,3,1.89,142.12,24212336.00,9693886.00
20180705,1,3,1,-0.54,140.83,24082581.00,19455531.00
20180706,0,1,0,-0.03,140.76,24075982.00,24075982.00
20180709,1,0,1,0.00,140.76,24075982.00,19311282.00
20180710,1,1,1,0.02,140.81,24081266.00,19229966.00
20180711,1,1,1,0.85,142.87,24286526.00,19592576.00
20180712,3,1,3,1.09,145.52,24552256.00,9920516.00
20180713,0,3,0,0.95,147.85,24785177.00,24785177.00
20180716,0,0,0,0.00,147.85,24785177.00,24785177.00
20180717,5,0,5,-0.27,147.18,24717687.00,342462.00
20180718,0,5,0,0.74,149.01,24901202.00,24901202.00
20180719,0,0,0,0.00,149.01,24901202.00,24901202.00
20180720,0,0,0,0.00,149.01,24901202.00,24901202.00
20180723,0,0,0,0.00,149.01,24901202.00,24901202.00
20180724,0,0,0,0.00,149.01,24901202.00,24901202.00
20180725,1,0,1,0.48,150.20,25020157.00,19976317.00
20180726,0,1,0,-0.53,148.88,24888454.00,24888454.00
20180727,0,0,0,0.00,148.88,24888454.00,24888454.00
20180730,2,0,2,1.30,152.13,25212599.00,15049939.00
20180731,2,2,2,0.52,153.42,25342489.00,15112218.00
20180801,1,2,1,0.85,155.58,25558436.00,20499536.00
20180802,1,1,1,-0.11,155.29,25529140.00,20499550.00
20180803,0,1,0,-0.07,155.13,25512541.00,25512541.00
20180806,2,0,2,-0.19,154.63,25463046.00,15410956.00
20180807,3,2,3,-0.04,154.53,25452925.00,10365455.00
20180808,0,3,0,-0.20,154.03,25403135.00,25403135.00
20180809,2,0,2,-0.41,152.99,25298635.00,15354635.00
20180810,3,2,3,1.59,157.02,25701694.00,10678694.00
20180813,2,3,2,1.80,161.66,26165580.00,15370795.00
20180814,0,2,0,-0.52,160.28,26028343.00,26028343.00
20180816,3,0,3,0.44,161.42,26141733.00,10609803.00
20180817,2,3,2,0.29,162.17,26216655.00,15682230.00
20180820,2,2,2,-0.97,159.63,25962764.00,15843264.00
20180821,3,2,3,2.55,166.26,26625594.00,10553309.00
20180822,1,3,1,0.40,167.33,26732554.00,21361154.00
20180823,1,1,1,0.51,168.70,26869571.00,21445721.00
20180824,1,1,1,0.02,168.74,26873873.00,21548083.00
20180827,3,1,3,2.70,176.00,27600340.00,10905130.00
20180828,1,3,2,0.13,176.36,27636227.00,20840867.00
20180829,1,2,1,0.60,178.03,27802867.00,22180292.00
20180830,3,1,3,-0.27,177.29,27729149.00,11265154.00
20180831,2,3,2,0.39,178.36,27836121.00,16828131.00
20180903,2,2,2,0.52,179.80,27980309.00,16661504.00
20180904,1,2,1,0.00,179.81,27981233.00,22345368.00
20180905,3,1,3,-0.48,178.48,27848170.00,11374135.00
20180906,2,3,2,-1.09,175.43,27543262.00,16677112.00
20180907,3,2,4,-0.88,173.01,27301099.00,10689799.00
20180910,1,4,1,0.66,174.81,27480690.00,22015890.00
20180911,4,1,4,-0.04,174.69,27468605.00,5868855.00
20180912,1,4,1,0.95,177.29,27728916.00,22138986.00
20180913,3,1,3,-0.26,176.56,27656159.00,11312184.00
20180914,1,3,1,2.04,182.21,28220790.00,22148955.00
20180917,3,1,3,3.80,192.93,29293084.00,11433344.00
20180918,1,3,1,0.18,193.47,29346674.00,23531774.00
20180919,3,1,3,-2.83,185.16,28515522.00,11705898.00
20180920,2,3,2,1.35,189.01,28901244.00,17185334.00
20180921,0,2,0,0.45,190.31,29031216.00,29031216.00
20180927,2,0,2,-0.69,188.32,28832146.00,17575846.00
20180928,3,2,3,-1.38,184.35,28435210.00,11723360.00
20181001,0,3,0,-0.16,183.88,28388372.00,28388372.00
20181002,0,0,0,0.00,183.88,28388372.00,28388372.00
20181004,0,0,0,0.00,183.88,28388372.00,28388372.00
20181005,0,0,0,0.00,183.88,28388372.00,28388372.00
20181008,0,0,0,0.00,183.88,28388372.00,28388372.00
20181010,0,0,0,0.00,183.88,28388372.00,28388372.00
20181011,0,0,0,0.00,183.88,28388372.00,28388372.00
20181012,0,0,0,0.00,183.88,28388372.00,28388372.00
20181015,0,0,0,0.00,183.88,28388372.00,28388372.00
20181016,0,0,0,0.00,183.88,28388372.00,28388372.00
20181017,1,0,1,-0.46,182.59,28258812.00,22768707.00
20181018,0,1,0,-0.06,182.41,28240676.00,28240676.00
20181019,0,0,0,0.00,182.41,28240676.00,28240676.00
20181022,1,0,1,0.33,183.34,28333676.00,22660676.00
20181023,1,1,1,-0.18,182.82,28282145.00,22660745.00
20181024,0,1,0,0.48,184.19,28419256.00,28419256.00
20181025,0,0,0,0.00,184.19,28419256.00,28419256.00
20181026,0,0,0,0.00,184.19,28419256.00,28419256.00
20181029,0,0,0,0.00,184.19,28419256.00,28419256.00
20181030,0,0,0,0.00,184.19,28419256.00,28419256.00
20181031,0,0,0,0.00,184.19,28419256.00,28419256.00
20181101,0,0,0,0.00,184.19,28419256.00,28419256.00
20181102,0,0,0,0.00,184.19,28419256.00,28419256.00
20181105,1,0,1,-0.52,182.72,28271567.00,22828223.00
20181106,0,1,0,-0.06,182.54,28253582.00,28253582.00
20181107,1,0,1,-0.66,180.67,28066500.00,22839451.00
20181108,1,1,1,0.34,181.61,28161283.00,22639283.00
20181109,0,1,0,0.00,181.61,28160573.00,28160573.00
20181112,4,0,4,0.93,184.22,28422494.00,5911211.00
20181113,0,4,0,-1.78,179.16,27915718.00,27915718.00
20181114,1,0,1,-0.22,178.53,27853468.00,22479218.00
20181115,1,1,1,0.95,181.18,28118211.00,22510581.00
20181116,2,1,2,0.68,183.09,28308995.00,16936600.00
