날짜,매수 종목수,매도 종목수,남은 종목수,일일수익률,누적수익률,총자산,남은 현금
20170216,2,3,3,0.43,18.54,11854098.00,8381328.00
20170217,3,2,4,-1.01,17.35,11734727.00,7056331.00
20170220,1,3,2,1.05,18.58,11858022.00,9627309.00
20170221,5,1,6,0.75,19.47,11946762.00,4910622.00
20170222,2,3,5,1.91,21.75,12174959.00,6138175.00
20170223,2,5,2,0.27,22.07,12207376.00,9868180.00
20170224,1,1,2,-0.25,21.77,12177195.00,9858139.00
20170227,1,1,2,-0.78,20.82,12082017.00,9807057.00
20170228,4,2,4,0.46,21.37,12137296.00,7428331.00
20170302,2,3,3,0.74,22.27,12227395.00,8610431.00
20170303,4,3,4,-0.17,22.06,12206203.00,7274903.00
20170306,3,4,3,0.24,22.36,12235659.00,8661505.00
20170307,3,2,4,1.20,23.83,12382920.00,7494376.00
20170308,1,2,3,0.71,24.71,12470665.00,8725441.00
20170309,4,3,4,0.74,25.63,12562950.00,7598480.00
20170310,6,7,3,-3.36,21.41,12141069.00,8392809.00
20170313,3,1,5,1.06,22.69,12269260.00,6100485.00
20170314,2,4,4,-0.11,22.56,12255935.00,7537735.00
20170315,4,3,5,-1.85,20.30,12029694.00,6163594.00
20170316,4,2,7,1.07,21.59,12158870.00,3932700.00
20170317,3,6,4,0.62,22.34,12234053.00,7347004.00
20170320,5,4,5,0.46,22.91,12290838.00,6411679.00
20170321,4,3,6,0.09,23.02,12301516.00,4968079.00
20170322,4,8,2,1.21,24.50,12449783.00,10088323.00
20170323,2,1,3,-0.49,23.88,12388444.00,8759812.00
20170324,2,2,3,-0.80,22.90,12289614.00,8657174.00
20170327,2,1,4,1.01,24.14,12414255.00,7549785.00
20170328,4,4,4,2.09,26.74,12674315.00,7852565.00
20170329,3,2,5,0.71,27.64,12764155.00,6608385.00
20170330,3,3,5,0.29,28.01,12800714.00,6508084.00
20170331,4,3,6,0.84,29.09,12908748.00,5276603.00
20170403,4,3,7,-0.35,28.64,12863865.00,4025885.00
20170404,3,5,5,-3.00,24.78,12477642.00,6312848.00
20170405,3,4,4,1.67,26.87,12686506.00,7548671.00
20170406,1,3,3,0.32,27.28,12727716.00,9351481.00
20170407,7,3,7,-0.78,26.29,12628531.00,4040311.00
20170410,3,3,7,-0.36,25.83,12583276.00,4042906.00
20170411,0,5,2,0.97,27.06,12705662.00,10185762.00
20170412,2,3,1,0.62,27.84,12784446.00,11542446.00
20170413,6,0,7,-0.34,27.41,12741151.00,3970486.00
20170414,2,3,6,-0.19,27.17,12717175.00,5208700.00
20170417,0,6,1,1.92,29.61,12960933.00,11712753.00
20170418,2,1,3,0.42,30.15,13015128.00,10375448.00
20170419,3,2,4,-0.12,30.00,12999993.00,7930408.00
20170420,4,2,6,-0.83,28.92,12892189.00,5408763.00
20170421,3,3,6,1.76,31.19,13119112.00,5492625.00
20170424,4,4,6,0.73,32.15,13215078.00,5615964.00
20170425,1,6,1,1.76,34.47,13447261.00,12164161.00
20170426,2,0,3,-0.55,33.74,13373651.00,9511436.00
20170427,7,3,7,0.15,33.94,13394089.00,4078553.00
20170428,3,5,5,1.17,35.50,13550326.00,6922959.00
20170502,3,4,4,1.36,37.35,13734965.00,8295825.00
20170504,3,3,4,0.70,38.31,13831283.00,8310118.00
20170508,4,3,5,2.13,41.26,14125538.00,7303618.00
20170510,0,2,3,0.39,41.80,14180189.00,10097769.00
20170511,6,4,5,1.36,43.73,14373284.00,7329609.00
20170512,3,2,6,-1.19,42.02,14202101.00,5946206.00
20170515,4,4,6,0.83,43.20,14320479.00,5856949.00
20170516,3,4,5,0.06,43.29,14329067.00,7236077.00
20170517,3,4,4,1.32,45.18,14517683.00,8773551.00
20170518,2,2,4,-0.17,44.94,14493614.00,8750204.00
20170519,3,3,4,-0.31,44.49,14449021.00,8759557.00
20170522,4,2,6,-0.24,44.15,14414577.00,5995445.00
20170523,3,7,2,0.83,45.34,14534120.00,11775100.00
20170524,3,3,2,1.04,46.85,14684748.00,11778248.00
20170525,3,0,5,-0.11,46.68,14667983.00,7422393.00
20170526,5,6,4,0.66,47.65,14765362.00,9066804.00
20170529,2,2,4,0.42,48.27,14827456.00,9051558.00
20170530,3,2,5,-0.41,47.67,14767015.00,7572380.00
20170531,3,3,5,-0.36,47.14,14713999.00,7667569.00
20170601,4,2,7,0.82,48.35,14834663.00,4569833.00
20170602,3,5,5,1.13,50.02,15002192.00,7636162.00
20170605,3,4,4,-0.14,49.81,14980900.00,8970650.00
20170607,1,2,3,-0.76,48.67,14866643.00,10437803.00
20170608,2,3,2,0.79,49.84,14983822.00,12095822.00
20170609,3,1,4,-0.59,48.96,14896088.00,8965238.00
20170612,2,3,3,1.79,51.62,15162013.00,10703193.00
20170613,2,2,3,0.83,52.87,15287257.00,10690767.00
20170614,3,2,4,0.17,53.13,15313263.00,9290148.00
20170615,3,2,5,0.09,53.27,15327247.00,7926187.00
20170616,2,4,3,1.31,55.28,15528483.00,10913273.00
20170619,3,4,2,0.26,55.69,15569123.00,12602068.00
20170620,1,2,1,0.35,56.23,15623458.00,14064718.00
20170621,3,0,4,-0.38,55.64,15564083.00,9431668.00
20170622,3,3,4,2.35,59.31,15930609.00,9638124.00
20170623,2,3,3,-0.31,58.81,15880597.00,11202522.00
20170626,2,1,4,-0.25,58.40,15840294.00,9603744.00
20170627,2,3,3,2.31,62.06,16205988.00,11470608.00
20170628,1,2,2,-0.29,61.59,16158732.00,13017222.00
20170629,4,2,4,1.91,64.67,16467178.00,10190678.00
20170630,3,3,4,-0.82,63.31,16331485.00,9883830.00
20170703,2,2,4,0.65,64.37,16437445.00,10005670.00
20170704,6,3,7,-1.08,62.59,16259248.00,5077220.00
20170705,3,3,7,2.43,66.54,16654472.00,5261627.00
20170706,3,7,3,1.19,68.53,16853396.00,11926046.00
20170707,5,1,7,1.57,71.18,17118241.00,5317421.00
20170710,1,5,3,0.54,72.10,17210295.00,12097710.00
20170711,2,2,3,-0.36,71.48,17148061.00,12111621.00
20170712,5,1,7,0.13,71.70,17169626.00,5331260.00
20170713,2,5,4,2.13,75.35,17534854.00,10652663.00
20170714,3,3,4,0.59,76.37,17637497.00,10578119.00
20170717,2,2,4,0.72,77.65,17764640.00,10689459.00
20170718,0,4,0,0.47,78.49,17849006.00,17849006.00
20170719,3,0,3,0.67,79.69,17968926.00,12588780.00
20170720,0,2,1,0.73,80.99,18099313.00,16329213.00
20170721,1,1,1,0.05,81.09,18108889.00,16324897.00
20170724,3,1,3,-0.48,80.21,18021114.00,12938241.00
20170725,4,3,4,-1.54,77.44,17743572.00,10740312.00
20170726,6,2,8,1.09,79.37,17937404.00,3826788.00
20170727,1,6,3,-0.46,78.56,17855702.00,12653422.00
20170728,5,3,5,-0.61,77.46,17745973.00,8995298.00
20170731,0,2,3,0.34,78.07,17806670.00,12535695.00
20170801,0,3,0,-0.15,77.80,17779793.00,17779793.00
20170802,0,0,0,0.00,77.80,17779793.00,17779793.00
20170803,2,1,1,0.88,79.36,17935977.00,16146217.00
20170804,0,1,0,-0.03,79.30,17930076.00,17930076.00
20170807,0,0,0,0.00,79.30,17930076.00,17930076.00
20170808,2,1,1,0.34,79.90,17990306.00,16295271.00
20170809,2,0,3,0.33,80.50,18050224.00,12745521.00
20170810,1,2,2,-0.09,80.33,18033385.00,14550075.00
20170811,5,3,4,1.01,82.16,18215738.00,11184253.00
20170814,3,3,4,-0.30,81.62,18161689.00,11090629.00
20170816,3,4,3,1.72,84.74,18473886.00,13045306.00
20170817,0,2,1,-1.50,81.96,18196381.00,16449021.00
20170818,5,2,4,1.43,84.56,18456388.00,11145828.00
20170821,0,1,3,-0.37,83.88,18387557.00,13012957.00
20170822,4,3,4,-0.28,83.36,18335912.00,11093287.00
20170823,3,1,6,0.24,83.79,18379250.00,7599405.00
20170824,3,5,5,2.29,88.01,18800656.00,9880841.00
20170825,2,4,3,0.70,89.33,18932657.00,13256977.00
20170828,0,3,0,-0.11,89.11,18911014.00,18911014.00
20170829,8,1,7,0.75,90.52,19052364.00,7527444.00
20170830,2,2,7,0.93,92.30,19230492.00,6049179.00
20170831,2,6,3,1.56,95.30,19530081.00,13690358.00
20170901,5,3,5,0.71,96.68,19667840.00,9856008.00
20170904,5,4,6,0.59,97.84,19783793.00,8341391.00
20170905,3,5,4,-0.69,96.48,19647822.00,12124505.00
20170906,4,1,7,0.18,96.82,19682468.00,6164118.00
20170907,3,5,5,1.37,99.53,19953002.00,10231389.00
20170908,2,5,2,1.32,102.17,20216973.00,16398928.00
20170911,0,1,1,1.00,104.18,20418355.00,18521330.00
20170912,5,0,6,-0.06,104.07,20406669.00,8424742.00
20170913,3,2,7,-0.80,102.42,20242399.00,6368012.00
20170914,2,7,2,1.18,104.81,20481302.00,16461462.00
20170915,6,1,7,1.28,107.43,20742878.00,9705695.00
20170918,2,3,6,0.24,107.92,20792093.00,12004888.00
20170919,4,6,4,0.92,109.84,20983921.00,12924241.00
20170920,6,1,9,-1.80,106.07,20607042.00,2754646.00
20170921,1,9,1,-0.89,104.24,20424329.00,18467129.00
20170922,4,2,3,0.81,105.90,20590295.00,14514705.00
20170925,0,2,1,-0.34,105.20,20519709.00,18596949.00
20170926,0,1,0,-0.02,105.15,20514654.00,20514654.00
20170927,0,0,0,0.00,105.15,20514654.00,20514654.00
20170928,2,0,2,-0.52,104.07,20407464.00,16456774.00
20170929,4,2,4,1.83,107.82,20781785.00,12754070.00
20171010,0,0,4,0.07,107.95,20795370.00,12754070.00
20171011,2,5,1,0.75,109.51,20950782.00,18883052.00
20171012,2,1,2,1.24,112.10,21209867.00,16955947.00
20171013,4,2,5,1.11,114.45,21445216.00,11295862.00
20171016,3,4,4,0.73,116.02,21601710.00,13153777.00
20171017,5,1,8,-0.20,115.59,21558585.00,4591212.00
20171018,1,5,4,-0.27,115.00,21499590.00,13102963.00
20171019,6,3,7,-0.33,114.30,21429580.00,6650578.00
20171020,2,4,5,2.05,118.69,21869021.00,11307330.00
20171023,3,6,2,1.20,121.31,22131376.00,17783676.00
20171024,3,1,4,0.96,123.44,22344489.00,13549509.00
20171025,5,2,7,0.95,125.57,22557146.00,7153706.00
20171026,3,3,7,-0.18,125.17,22517233.00,7327968.00
20171027,1,5,3,-0.10,124.94,22494105.00,15845645.00
20171030,4,3,4,0.58,126.24,22623944.00,13697359.00
20171031,3,4,3,2.65,132.23,23223214.00,16473304.00
20171101,5,3,5,-0.11,131.98,23197516.00,11980106.00
20171102,4,1,8,-0.44,130.95,23094592.00,4931996.00
20171103,2,5,5,-0.30,130.26,23026384.00,11716767.00
20171106,2,5,2,-0.17,129.86,22986433.00,18469913.00
20171107,4,1,5,1.23,132.70,23269684.00,11583349.00
20171108,4,4,5,0.38,133.59,23358644.00,11854624.00
20171109,4,3,6,0.09,133.79,23378724.00,9634239.00
20171110,4,2,8,-0.60,132.39,23238504.00,4868454.00
20171113,1,4,5,0.61,133.81,23380912.00,11807092.00
20171114,4,5,4,1.36,136.98,23697837.00,16688287.00
20171115,4,3,5,0.89,139.08,23908455.00,14752830.00
20171116,4,3,6,-0.95,136.81,23680895.00,9735247.00
20171117,2,5,3,0.97,139.11,23910796.00,16617783.00
20171120,3,6,0,2.51,145.12,24511601.00,24511601.00
20171121,9,1,8,1.70,149.29,24929114.00,5355789.00
20171122,2,5,5,-2.14,143.95,24394522.00,12652567.00
20171123,0,4,1,0.79,145.88,24588381.00,22078346.00
20171124,7,2,6,1.67,149.98,24998291.00,10220741.00
20171127,3,2,7,0.16,150.38,25038409.00,7971756.00
20171128,0,5,2,-0.86,148.24,24824021.00,20141446.00
20171129,0,2,0,0.19,148.71,24871215.00,24871215.00
20171130,0,0,0,0.00,148.71,24871215.00,24871215.00
20171201,0,0,0,0.00,148.71,24871215.00,24871215.00
20171204,0,0,0,0.00,148.71,24871215.00,24871215.00
20171205,7,1,6,-0.02,148.66,24865857.00,10333177.00
20171206,2,3,6,0.48,149.86,24986164.00,10862842.00
20171207,0,6,0,-0.14,149.50,24950396.00,24950396.00
20171208,0,0,0,0.00,149.50,24950396.00,24950396.00
20171211,0,0,0,0.00,149.50,24950396.00,24950396.00
20171212,9,0,9,0.52,150.80,25080335.00,4766312.00
20171213,1,6,4,-1.14,147.93,24793172.00,15242199.00
20171214,2,3,3,0.26,148.57,24857380.00,17498630.00
20171215,1,3,1,1.51,152.34,25233520.00,22670320.00
20171218,4,1,4,-0.02,152.28,25228084.00,15268704.00
20171219,6,3,7,-4.31,141.40,24139786.00,7376006.00
20171220,2,6,3,2.74,148.00,24800446.00,17742306.00
20171221,2,4,1,0.79,149.96,24996207.00,22532057.00
20171222,0,1,0,-0.08,149.77,24977062.00,24977062.00
20171226,0,0,0,0.00,149.77,24977062.00,24977062.00
20171227,0,0,0,0.00,149.77,24977062.00,24977062.00
20171228,5,1,4,-0.15,149.40,24940246.00,14876746.00
20180102,0,3,1,1.93,154.21,25421418.00,22825418.00
20180103,5,3,3,1.69,158.50,25850384.00,18245864.00
20180104,7,3,7,1.68,162.85,26284922.00,8647032.00
20180105,3,6,4,2.22,168.70,26869517.00,16461657.00
20180108,4,6,2,3.71,178.68,27867716.00,22440606.00
20180109,6,1,7,-0.76,176.56,27655641.00,8775534.00
20180110,3,4,6,0.79,178.74,27873790.00,11584955.00
20180111,4,5,5,-1.35,174.99,27498650.00,14205290.00
20180112,4,6,3,-0.19,174.46,27445557.00,19474052.00
20180115,3,2,4,-0.21,173.88,27387778.00,16739323.00
20180116,6,5,5,3.34,183.02,28302279.00,14782864.00
20180117,2,2,5,-2.19,176.81,27681389.00,14212357.00
20180118,0,3,2,0.22,177.41,27741128.00,22247604.00
20180119,6,2,6,-0.26,176.70,27669602.00,11290712.00
20180122,0,2,4,0.20,177.24,27723640.00,16847060.00
20180123,0,4,0,-0.07,177.05,27704583.00,27704583.00
20180124,0,0,0,0.00,177.05,27704583.00,27704583.00
20180125,0,0,0,0.00,177.05,27704583.00,27704583.00
20180126,3,0,3,-0.07,176.84,27684303.00,19495323.00
20180129,6,2,7,2.08,182.60,28259781.00,10807911.00
20180130,3,3,7,-0.25,181.89,28189454.00,10932384.00
20180131,3,5,5,0.16,182.35,28234755.00,14459154.00
20180201,0,5,0,0.03,182.42,28242364.00,28242364.00
20180202,0,0,0,0.00,182.42,28242364.00,28242364.00
20180205,0,0,0,0.00,182.42,28242364.00,28242364.00
20180206,0,0,0,0.00,182.42,28242364.00,28242364.00
20180207,0,0,0,0.00,182.42,28242364.00,28242364.00
20180208,0,0,0,0.00,182.42,28242364.00,28242364.00
20180209,0,0,0,0.00,182.42,28242364.00,28242364.00
20180212,0,0,0,0.00,182.42,28242364.00,28242364.00
20180213,6,2,4,-2.50,175.37,27537259.00,16999210.00
20180214,4,3,5,0.43,176.56,27655814.00,14036027.00
20180219,3,3,5,0.27,177.31,27731458.00,14072708.00
20180220,4,3,6,-0.75,175.23,27522558.00,11362495.00
20180221,2,4,4,1.05,178.10,27810499.00,16730839.00
20180222,4,5,3,1.44,182.10,28209742.00,19742222.00
20180223,5,5,3,0.94,184.76,28475806.00,20175604.00
20180226,3,4,2,0.07,184.95,28494861.00,22762441.00
20180227,4,1,5,-0.33,184.02,28401610.00,14328049.00
20180228,5,5,5,1.07,187.04,28704430.00,14943470.00
20180302,4,4,5,-0.39,185.93,28593207.00,14719287.00
20180305,3,5,3,1.33,189.72,28972124.00,20493004.00
20180306,0,3,0,0.38,190.82,29081509.00,29081509.00
20180307,4,1,3,0.12,191.17,29117388.00,20719118.00
20180308,3,2,4,1.33,195.04,29504366.00,18020036.00
20180309,3,5,2,2.43,202.21,30220599.00,24477909.00
20180312,2,1,3,-0.64,200.27,30026655.00,21301307.00
20180313,5,3,5,0.38,201.39,30139454.00,15165046.00
20180314,4,1,8,-0.32,200.43,30043155.00,6336223.00
20180315,2,4,6,-0.39,199.25,29925222.00,12289048.00
20180316,2,5,3,0.65,201.19,30119493.00,21124243.00
20180319,3,3,3,1.01,204.25,30424825.00,21361085.00
20180320,7,4,6,2.26,211.13,31113147.00,12664499.00
20180321,1,4,3,-0.66,209.06,30906311.00,22135966.00
20180322,4,2,5,0.41,210.33,31033322.00,15792872.00
20180323,0,3,2,-2.94,201.21,30120778.00,24436708.00
20180326,0,2,0,-0.10,200.92,30091835.00,30091835.00
20180327,0,0,0,0.00,200.92,30091835.00,30091835.00
20180328,0,0,0,0.00,200.92,30091835.00,30091835.00
20180329,7,0,7,-1.07,197.69,29769110.00,9263115.00
20180330,1,1,7,0.97,200.57,30057003.00,9513043.00
20180402,2,6,3,0.02,200.62,30061557.00,21230937.00
20180403,4,5,2,2.51,208.16,30816017.00,24701742.00
20180404,5,3,4,1.94,214.14,31413547.00,18856912.00
20180405,2,4,2,-0.72,211.87,31187288.00,25284338.00
20180406,1,1,2,0.50,213.42,31341728.00,25152348.00
20180409,4,3,4,2.48,221.20,32119956.00,19584441.00
20180410,4,3,5,0.07,221.43,32143470.00,16085960.00
20180411,3,3,5,-0.14,220.99,32098902.00,16298272.00
20180412,4,3,6,-0.35,219.88,31988067.00,13294053.00
20180413,4,4,6,1.20,223.73,32372827.00,13516961.00
20180416,3,4,5,2.15,230.68,33068375.00,17007790.00
20180417,3,5,3,1.97,237.19,33718501.00,23710791.00
20180418,7,4,6,-0.35,236.01,33600641.00,14170171.00
20180419,2,2,6,-0.81,233.28,33328129.00,14216694.00
20180420,0,5,1,0.25,234.12,33412333.00,30296333.00
20180423,7,2,6,1.49,239.10,33910446.00,13859186.00
20180424,0,4,2,0.69,241.43,34143353.00,27691313.00
20180425,0,2,0,0.03,241.52,34152423.00,34152423.00
20180426,0,0,0,0.00,241.52,34152423.00,34152423.00
20180427,6,2,4,1.63,247.10,34710257.00,21165372.00
20180430,5,7,2,2.37,255.33,35533474.00,29142124.00
20180502,7,3,6,-1.01,251.76,35176034.00,14132194.00
20180503,3,5,4,-1.73,245.66,34566444.00,20524224.00
20180504,4,5,3,1.28,250.07,35007331.00,24539491.00
20180508,5,2,6,-1.05,246.39,34639193.00,14238928.00
20180509,0,5,1,-0.62,244.25,34425478.00,30985353.00
20180510,1,1,1,0.33,245.38,34537681.00,31035631.00
20180511,5,2,4,0.68,247.71,34771418.00,21189148.00
20180514,1,1,4,0.78,250.43,35042597.00,21312787.00
20180515,4,5,3,0.97,253.81,35380835.00,24991815.00
20180516,7,3,7,-3.32,242.07,34206524.00,11398199.00
20180517,3,4,6,0.92,245.20,34519539.00,14733029.00
20180518,2,7,1,2.19,252.74,35274024.00,31791924.00
20180521,1,0,2,-0.37,251.43,35143224.00,28300464.00
20180523,7,2,7,-0.02,251.38,35137581.00,11112961.00
20180524,3,1,9,-0.76,248.71,34871101.00,4074742.00
20180525,1,9,1,-4.38,233.45,33345462.00,30059522.00
20180528,8,2,7,1.25,237.63,33763026.00,10745856.00
20180529,3,2,8,-1.63,232.14,33213992.00,7691327.00
20180530,0,6,2,0.11,232.52,33251549.00,26563899.00
20180531,7,2,7,-1.28,228.27,32827498.00,10268177.00
20180601,2,4,5,-0.26,227.42,32741918.00,16791203.00
20180604,0,4,1,0.61,229.42,32941741.00,29799021.00
20180605,9,2,8,0.40,230.73,33072694.00,7153104.00
20180607,2,4,6,-0.30,229.73,32972645.00,14022795.00
20180608,3,4,5,-0.70,227.41,32740882.00,16916917.00
20180611,5,4,6,0.03,227.52,32752282.00,13765394.00
20180612,4,6,4,0.30,228.52,32851866.00,20110895.00
20180614,6,4,6,-0.85,225.72,32571965.00,12948039.00
20180615,0,6,0,1.13,229.39,32939487.00,32939487.00
20180618,9,2,7,0.73,231.79,33179097.00,10618322.00
20180619,0,5,2,-0.72,229.41,32941270.00,26739385.00
20180620,0,2,0,-0.06,229.22,32922189.00,32922189.00
20180621,0,0,0,0.00,229.22,32922189.00,32922189.00
20180622,4,0,4,-0.58,227.32,32731789.00,19958089.00
20180625,4,5,3,1.85,233.37,33337451.00,23833891.00
20180626,4,4,3,0.49,235.01,33500811.00,23575016.00
20180627,6,5,4,2.30,242.72,34271944.00,21472369.00
20180628,4,3,5,-0.91,239.59,33958899.00,17609444.00
20180629,5,4,6,-0.32,238.51,33850807.00,14185377.00
20180702,3,2,7,-0.30,237.51,33750813.00,11599066.00
20180703,0,7,0,-0.40,236.14,33614418.00,33614418.00
20180704,7,1,6,-1.13,232.35,33234792.00,13398500.00
20180705,3,6,3,0.83,235.12,33511514.00,23594119.00
20180706,5,2,6,-1.22,231.04,33103960.00,13652305.00
20180709,2,2,6,0.59,232.98,33298237.00,13553922.00
20180710,2,5,3,-0.42,231.59,33158706.00,23659116.00
20180711,5,2,6,-0.02,231.53,33153108.00,13333645.00
20180712,4,4,6,0.69,233.83,33382533.00,13532191.00
20180713,2,3,5,0.68,236.11,33610788.00,16914163.00
20180716,4,4,5,1.07,239.69,33969207.00,17189717.00
20180717,5,2,8,-0.42,238.26,33826406.00,7621742.00
20180718,1,5,4,0.66,240.49,34049308.00,21511166.00
20180719,1,3,2,1.79,246.59,34658584.00,27649764.00
20180720,0,2,0,-0.19,245.91,34591200.00,34591200.00
20180723,0,0,0,0.00,245.91,34591200.00,34591200.00
20180724,0,0,0,0.00,245.91,34591200.00,34591200.00
20180725,0,0,0,0.00,245.91,34591200.00,34591200.00
20180726,0,0,0,0.00,245.91,34591200.00,34591200.00
20180727,3,0,3,0.80,248.69,34869120.00,24333170.00
20180730,3,4,2,0.25,249.58,34957756.00,28169146.00
20180731,4,2,4,0.69,252.01,35200559.00,21488419.00
20180801,3,1,6,0.15,252.52,35251864.00,14495234.00
20180802,2,4,4,-0.75,249.89,34988683.00,21176653.00
20180803,4,2,6,0.72,252.41,35241450.00,14211200.00
20180806,2,4,4,-0.26,251.51,35151445.00,21210027.00
20180807,5,5,4,2.32,259.68,35968113.00,21836813.00
20180808,5,3,6,1.52,265.15,36514880.00,15007195.00
20180809,2,4,4,1.26,269.77,36976553.00,22468463.00
20180810,5,4,5,2.16,277.75,37775204.00,19957803.00
20180813,3,2,6,-1.90,270.58,37058345.00,15863031.00
20180814,0,3,3,0.73,273.30,37330357.00,26187827.00
20180816,0,3,0,1.45,278.73,37872739.00,37872739.00
20180817,0,0,0,0.00,278.73,37872739.00,37872739.00
20180820,4,0,4,0.27,279.73,37973299.00,22893649.00
20180821,2,3,3,1.33,284.77,38477257.00,27064217.00
20180822,4,4,3,0.82,287.93,38793492.00,27323707.00
20180823,2,1,4,0.94,291.58,39157888.00,23723003.00
20180824,3,3,4,0.67,294.19,39419190.00,23918090.00
20180827,2,2,4,-0.71,291.39,39138537.00,23534487.00
20180828,6,4,6,1.75,298.23,39823027.00,16467502.00
20180829,4,3,7,-1.11,293.81,39380667.00,12598127.00
20180830,3,4,6,0.53,295.91,39591039.00,16279849.00
20180831,3,6,3,0.75,298.89,39888892.00,28109357.00
20180903,1,0,4,0.44,300.63,40063363.00,24161197.00
20180904,5,4,5,1.05,304.83,40482552.00,20438006.00
20180905,3,1,7,-0.63,302.29,40229380.00,12569075.00
20180906,3,4,6,0.37,303.76,40376290.00,16818650.00
20180907,4,4,7,0.88,307.30,40730131.00,15651831.00
20180910,1,6,2,1.08,311.72,41171684.00,32826834.00
20180911,2,2,2,0.06,311.97,41196832.00,33084057.00
20180912,6,0,8,-0.25,310.92,41092007.00,8682767.00
20180913,2,2,8,1.77,318.19,41819168.00,9057703.00
20180914,2,7,3,0.39,319.80,41980463.00,30027563.00
20180917,2,2,3,0.08,320.13,42012965.00,29675665.00
20180918,2,2,3,0.51,322.28,42227876.00,30028326.00
20180919,7,6,4,-4.70,302.42,40241650.00,24175300.00
20180920,2,2,4,-0.05,302.21,40221238.00,23987963.00
20180921,3,4,3,0.51,304.27,40426886.00,28594886.00
20180927,1,3,1,0.05,304.47,40446577.00,36461577.00
20180928,6,2,5,2.20,313.35,41334628.00,21082668.00
20181001,2,4,3,-0.02,313.25,41325254.00,29584594.00
20181002,5,4,4,-0.08,312.91,41290717.00,25380227.00
20181004,0,3,2,-0.42,311.16,41116485.00,37192015.00
20181005,0,2,0,-0.14,310.58,41057984.00,41057984.00
20181008,0,0,0,0.00,310.58,41057984.00,41057984.00
20181010,0,0,0,0.00,310.58,41057984.00,41057984.00
20181011,0,0,0,0.00,310.58,41057984.00,41057984.00
20181012,0,0,0,0.00,310.58,41057984.00,41057984.00
20181015,0,0,0,0.00,310.58,41057984.00,41057984.00
20181016,1,0,1,0.08,310.92,41092484.00,37000784.00
20181017,4,1,4,-0.39,309.34,40933642.00,24814612.00
20181018,3,1,6,1.30,314.66,41465642.00,17059689.00
20181019,4,3,7,0.09,315.04,41503530.00,13226136.00
20181022,0,5,2,0.60,317.52,41751559.00,33545509.00
20181023,7,2,7,-2.12,308.65,40864513.00,12587953.00
20181024,0,5,2,-1.15,303.96,40395995.00,32736165.00
20181025,1,3,0,-0.21,303.10,40310334.00,40310334.00
20181026,0,0,0,0.00,303.10,40310334.00,40310334.00
20181029,0,0,0,0.00,303.10,40310334.00,40310334.00
20181030,0,0,0,0.00,303.10,40310334.00,40310334.00
20181031,0,0,0,0.00,303.10,40310334.00,40310334.00
20181101,8,0,8,3.33,316.54,41653829.00,8421364.00
20181102,0,7,1,1.24,321.70,42169761.00,38104621.00
20181105,0,1,0,-0.01,321.66,42165590.00,42165590.00
20181106,2,1,1,0.81,325.05,42505163.00,38314163.00
20181107,4,0,5,-0.66,322.23,42223438.00,21494628.00
20181108,2,6,1,2.71,333.69,43369290.00,39369300.00
20181109,2,1,2,-0.53,331.41,43141450.00,34774535.00
20181112,6,1,7,-0.43,329.57,42956841.00,13567429.00
20181113,3,4,6,-2.10,320.55,42054774.00,16974810.00
20181114,4,6,4,0.02,320.62,42062114.00,25793014.00
20181115,4,2,6,0.52,322.81,42280717.00,17766882.00
20181116,1,3,4,0.73,325.88,42587630.00,25894125.00
