날짜,매수 종목수,매도 종목수,남은 종목수,일일수익률,누적수익률,총자산,남은 현금
20170426,1,2,1,0.38,11.38,11138286.00,10811276.00
20170427,2,1,2,0.45,11.89,11188675.00,8831620.00
20170428,1,2,1,-0.13,11.74,11174485.00,9898525.00
20170502,3,1,3,0.37,12.15,11215294.00,7563709.00
20170504,2,3,2,0.09,12.25,11224861.00,8595596.00
20170508,0,2,0,0.28,12.56,11255819.00,11255819.00
20170510,4,0,4,0.46,13.07,11307089.00,5678239.00
20170511,3,4,3,0.69,13.85,11384775.00,6360275.00
20170512,2,3,2,-0.04,13.80,11380098.00,8725448.00
20170515,4,2,4,2.06,16.15,11614832.00,5765292.00
20170516,1,4,1,-0.12,16.01,11601444.00,10569444.00
20170517,4,1,4,0.33,16.40,11639603.00,5893288.00
20170518,2,4,2,0.54,17.02,11702379.00,9864807.00
20170519,4,2,4,0.20,17.26,11725519.00,5016769.00
20170522,2,4,2,-0.10,17.14,11713501.00,8328401.00
20170523,3,2,3,-0.42,16.65,11664778.00,6620378.00
20170524,1,3,1,-0.40,16.18,11618239.00,10257649.00
20170525,3,1,3,0.25,16.48,11647698.00,8932258.00
20170526,4,3,4,0.48,17.03,11703437.00,5896732.00
20170529,3,4,3,0.77,17.93,11793372.00,8048922.00
20170530,2,3,2,0.53,18.55,11855488.00,8384188.00
20170531,1,2,1,-0.03,18.52,11851810.00,11157690.00
20170601,2,1,2,0.48,19.09,11908959.00,8435459.00
20170602,3,2,3,0.33,19.48,11947871.00,7340921.00
20170605,3,3,3,0.80,20.44,12043805.00,7819055.00
20170607,4,3,4,0.85,21.47,12146541.00,7933479.00
20170608,4,4,4,0.50,22.08,12207820.00,7559245.00
20170609,2,4,2,1.03,23.33,12333497.00,8698247.00
20170612,3,2,3,0.69,24.19,12418850.00,8078460.00
20170613,3,3,3,0.90,25.31,12530517.00,7395697.00
20170614,1,3,1,0.38,25.78,12577647.00,10718097.00
20170615,4,1,4,0.02,25.81,12580697.00,7151887.00
20170616,2,4,2,1.25,27.38,12737751.00,9719751.00
20170619,2,2,2,0.30,27.76,12776458.00,10963558.00
20170620,5,2,5,-0.81,26.73,12672972.00,3541622.00
20170621,1,5,1,1.47,28.60,12859676.00,10954826.00
20170622,4,1,4,1.09,29.99,12999369.00,6966086.00
20170623,1,4,1,-0.47,29.38,12938096.00,11118096.00
20170626,1,1,1,1.12,30.82,13082482.00,11041507.00
20170627,2,1,2,0.82,31.89,13189214.00,9660714.00
20170628,2,2,2,-0.64,31.05,13105249.00,10089569.00
20170629,4,2,4,1.69,33.27,13326974.00,5857724.00
20170630,1,4,1,-0.38,32.76,13276245.00,12475675.00
20170703,3,1,3,-0.77,31.74,13174118.00,8236343.00
20170704,3,3,3,1.18,33.29,13329065.00,7477340.00
20170705,2,3,2,-0.31,32.88,13288136.00,12509156.00
20170706,0,2,0,0.01,32.89,13288812.00,13288812.00
20170707,2,0,2,0.20,33.15,13314795.00,12128562.00
20170710,3,2,3,0.56,33.90,13389907.00,9436649.00
20170711,1,3,1,0.10,34.03,13403402.00,11459127.00
20170712,2,1,2,0.26,34.38,13438016.00,9504216.00
20170713,4,2,4,1.35,36.20,13619912.00,6482562.00
20170714,3,4,3,-0.88,35.00,13499635.00,7662285.00
20170717,1,3,1,0.51,35.69,13569036.00,11572536.00
20170718,1,1,1,0.31,36.12,13611612.00,11599737.00
20170719,4,1,4,-0.30,35.71,13570882.00,7305362.00
20170720,1,4,1,-0.65,34.83,13483019.00,11889179.00
20170721,2,1,2,0.01,34.84,13484324.00,11512384.00
20170724,2,2,2,0.36,35.33,13532901.00,10737706.00
20170725,3,2,3,0.72,36.31,13630845.00,9235295.00
20170726,3,3,3,-0.05,36.25,13624636.00,8093346.00
20170727,1,3,1,0.48,36.91,13690502.00,11656652.00
20170728,3,1,3,1.12,38.44,13844016.00,7719666.00
20170731,3,3,3,0.78,39.51,13951486.00,9348386.00
20170801,0,3,0,0.07,39.61,13961090.00,13961090.00
20170802,0,0,0,0.00,39.61,13961090.00,13961090.00
20170803,1,0,1,0.33,40.07,14006990.00,12000990.00
20170804,1,1,1,0.58,40.88,14087548.00,11955673.00
20170807,1,1,1,-0.03,40.83,14082811.00,13662061.00
20170808,1,1,1,0.23,41.15,14115079.00,12061879.00
20170809,4,1,4,0.38,41.69,14168676.00,8819323.00
20170810,3,4,3,0.68,42.66,14265643.00,9992723.00
20170811,0,3,0,-1.39,40.68,14067780.00,14067780.00
20170814,0,0,0,0.00,40.68,14067780.00,14067780.00
20170816,1,0,1,0.65,41.60,14159655.00,12015905.00
20170817,2,1,2,-0.08,41.48,14147715.00,10104395.00
20170818,2,2,2,-0.45,40.84,14083985.00,10829235.00
20170821,1,2,1,-0.38,40.30,14030046.00,13610821.00
20170822,3,1,3,0.20,40.58,14058056.00,9495516.00
20170823,0,3,0,0.07,40.67,14067408.00,14067408.00
20170824,1,0,1,0.00,40.67,14067408.00,13659213.00
20170825,4,1,4,0.10,40.81,14081458.00,7914721.00
20170828,2,4,2,-0.70,39.83,13982852.00,10756787.00
20170829,1,2,1,-0.29,39.42,13941680.00,12724160.00
20170830,1,1,1,-0.67,38.48,13848062.00,11912062.00
20170831,2,1,2,0.42,39.06,13906429.00,9853354.00
20170901,3,2,3,0.38,39.60,13959524.00,9484074.00
20170904,2,3,2,-0.58,38.79,13878979.00,11436204.00
20170905,3,2,3,0.43,39.39,13938546.00,7807196.00
20170906,3,3,3,0.00,39.39,13938841.00,11102057.00
20170907,1,3,1,0.12,39.56,13955542.00,11926342.00
20170908,4,1,4,-0.76,38.49,13849042.00,6080347.00
20170911,1,4,1,0.74,39.52,13951788.00,12268428.00
20170912,3,1,3,0.96,40.86,14085821.00,8268206.00
20170913,2,3,2,-0.10,40.72,14071984.00,10755304.00
20170914,3,2,3,0.39,41.27,14127240.00,10791260.00
20170915,2,3,2,-0.11,41.12,14111594.00,11648884.00
20170918,3,2,3,-0.68,40.16,14015755.00,8390030.00
20170919,2,3,2,0.95,41.49,14149328.00,9990528.00
20170920,3,2,3,0.58,42.32,14231831.00,9620751.00
20170921,4,3,4,3.73,47.63,14763312.00,7986552.00
20170922,3,4,3,3.62,52.98,15298000.00,8431500.00
20170925,2,3,2,-0.37,52.42,15242092.00,11135792.00
20170926,0,2,0,0.64,53.40,15339954.00,15339954.00
20170927,0,0,0,0.00,53.40,15339954.00,15339954.00
20170928,0,0,0,0.00,53.40,15339954.00,15339954.00
20170929,1,0,1,-0.44,52.73,15272562.00,14446794.00
20171010,2,1,2,-0.29,52.28,15228252.00,10852977.00
20171011,1,2,1,0.44,52.95,15295388.00,14379968.00
20171012,0,1,0,-0.02,52.92,15292372.00,15292372.00
20171013,1,0,1,-0.16,52.68,15267697.00,13073197.00
20171016,3,1,3,0.35,53.21,15320726.00,9582026.00
20171017,0,3,0,0.06,53.29,15329159.00,15329159.00
20171018,2,0,2,0.77,54.46,15446464.00,11407774.00
20171019,2,2,2,-0.12,54.28,15428197.00,12282697.00
20171020,4,2,4,-0.70,53.20,15320383.00,7393933.00
20171023,1,4,1,0.20,53.51,15351111.00,13151111.00
20171024,0,1,0,0.02,53.55,15354812.00,15354812.00
20171025,0,0,0,0.00,53.55,15354812.00,15354812.00
20171026,1,0,1,1.11,55.25,15524912.00,13151912.00
20171027,0,1,0,0.89,56.64,15663644.00,15663644.00
20171030,1,0,1,-0.06,56.55,15654994.00,15334344.00
20171031,3,1,3,0.69,57.63,15763233.00,12036823.00
20171101,1,3,1,0.28,58.07,15806840.00,13475240.00
20171102,2,1,2,-0.19,57.77,15776921.00,12128161.00
20171103,2,2,2,0.15,58.01,15801028.00,11212228.00
20171106,3,2,3,0.81,59.29,15928658.00,9068458.00
20171107,1,3,1,-0.10,59.12,15912354.00,13583604.00
20171108,1,1,1,0.14,59.35,15934901.00,13639901.00
20171109,4,1,4,1.57,61.84,16184311.00,7608761.00
20171110,3,4,3,0.71,62.99,16299027.00,9622002.00
20171113,3,3,3,-0.30,62.49,16249422.00,9158772.00
20171114,3,3,3,0.30,62.98,16298113.00,12506642.00
20171115,4,3,4,0.61,63.98,16397726.00,6804251.00
20171116,1,4,1,0.51,64.82,16481900.00,15039800.00
20171117,3,1,3,2.53,69.00,16899532.00,9321582.00
20171120,1,3,1,0.44,69.75,16974702.00,16486402.00
20171121,3,1,3,1.02,71.48,17148493.00,9550493.00
20171122,3,3,3,-0.70,70.28,17027607.00,11221207.00
20171123,2,3,2,0.07,70.40,17040197.00,12568762.00
20171124,2,2,2,-0.33,69.85,16984785.00,12084285.00
20171127,0,2,0,0.01,69.87,16986549.00,16986549.00
20171128,5,0,5,3.54,75.89,17588569.00,7118069.00
20171129,1,5,1,-0.09,75.73,17573203.00,17148703.00
20171130,3,1,3,1.06,77.59,17759415.00,9990615.00
20171201,1,3,1,0.63,78.71,17871050.00,15258800.00
20171204,3,1,3,-1.04,76.85,17684877.00,9971552.00
20171205,2,3,2,0.45,77.65,17764545.00,13573560.00
20171206,3,2,3,1.22,79.81,17980864.00,13228064.00
20171207,2,3,2,0.64,80.96,18096005.00,12785105.00
20171208,0,2,0,0.77,82.35,18234651.00,18234651.00
20171211,1,0,1,1.45,84.99,18498551.00,16103431.00
20171212,0,1,0,-0.24,84.54,18454402.00,18454402.00
20171213,1,0,1,0.25,85.00,18499712.00,17372872.00
20171214,1,1,1,0.11,85.19,18519190.00,15837190.00
20171215,3,1,3,0.76,86.59,18659364.00,13669314.00
20171218,0,3,0,0.11,86.79,18679462.00,18679462.00
20171219,1,0,1,-0.91,85.09,18508822.00,15984322.00
20171220,0,1,0,-0.05,85.00,18500466.00,18500466.00
20171221,1,0,1,0.95,86.76,18675906.00,16336706.00
20171222,1,1,1,-2.33,82.41,18241497.00,15931497.00
20171226,0,1,0,-0.02,82.38,18237999.00,18237999.00
20171227,2,0,2,1.03,84.26,18426237.00,15587789.00
20171228,0,2,0,-0.09,84.09,18409471.00,18409471.00
20180102,4,0,4,1.45,86.76,18676241.00,9956751.00
20180103,1,4,1,-0.20,86.38,18638105.00,18082040.00
20180104,4,1,4,1.15,88.53,18852962.00,10077252.00
20180105,2,4,2,-0.14,88.26,18825851.00,13313501.00
20180108,1,2,1,0.49,89.19,18918526.00,16153076.00
20180109,2,1,2,-0.83,87.61,18760896.00,13465396.00
20180110,1,2,1,0.18,87.95,18795372.00,16063172.00
20180111,2,1,2,0.39,88.68,18867941.00,16078601.00
20180112,3,2,3,-0.12,88.45,18845426.00,12830051.00
20180115,3,3,3,1.86,91.95,19195362.00,13215602.00
20180116,3,3,3,-0.36,91.27,19126944.00,13614494.00
20180117,2,3,2,1.19,93.55,19354560.00,13666810.00
20180118,3,2,3,-1.21,91.21,19121037.00,12677662.00
20180119,4,3,4,3.77,98.42,19841914.00,8035864.00
20180122,1,4,1,3.95,106.25,20624800.00,17842960.00
20180123,4,1,4,1.62,109.60,20959779.00,8627729.00
20180124,2,4,2,0.26,110.15,21015280.00,14927280.00
20180125,3,2,3,0.41,111.02,21102191.00,14592851.00
20180126,1,3,1,0.05,111.12,21112375.00,19833805.00
20180129,6,1,6,0.01,111.14,21113618.00,8215063.00
20180130,2,6,2,0.30,111.76,21176265.00,14989565.00
20180131,2,2,2,0.65,113.13,21312998.00,15673598.00
20180201,3,2,3,0.04,113.21,21320659.00,15760019.00
20180202,2,3,2,0.91,115.14,21513948.00,15113948.00
20180205,4,2,4,-1.46,112.01,21200882.00,11518447.00
20180206,2,4,2,-1.99,107.79,20778716.00,14651216.00
20180207,2,2,2,0.58,109.00,20899521.00,14839871.00
20180208,4,2,4,0.84,110.76,21075700.00,14400880.00
20180209,3,4,3,-0.78,109.10,20910319.00,11613019.00
20180212,1,3,1,0.26,109.66,20965653.00,17949653.00
20180213,3,1,3,-2.47,104.47,20447017.00,12041067.00
20180214,2,3,2,1.31,107.15,20715302.00,14579452.00
20180219,1,2,1,0.36,107.89,20789132.00,19557812.00
20180220,1,1,1,-0.44,106.98,20698072.00,17776322.00
20180221,2,1,2,0.24,107.47,20746818.00,14670818.00
20180222,4,2,4,1.01,109.55,20955406.00,10470156.00
20180223,2,4,2,-1.50,106.40,20640395.00,16568795.00
20180226,5,2,5,1.35,109.19,20919231.00,5702081.00
20180227,0,5,0,-0.19,108.80,20879934.00,20879934.00
20180228,4,0,4,1.14,111.19,21118634.00,10549684.00
20180302,2,4,2,0.40,112.04,21204000.00,15061600.00
20180305,2,2,2,-0.12,111.78,21177865.00,15134615.00
20180306,2,2,2,0.46,112.76,21275805.00,15492955.00
20180307,2,2,2,0.68,114.20,21419609.00,15308009.00
20180308,2,2,2,0.11,114.42,21442171.00,15154746.00
20180309,2,2,2,2.49,119.75,21975071.00,18154762.00
20180312,0,2,0,0.04,119.84,21983718.00,21983718.00
20180313,4,0,4,0.18,120.23,22023205.00,11746483.00
20180314,2,4,2,-0.66,118.78,21878452.00,16147552.00
20180315,2,2,2,0.29,119.42,21941770.00,18671605.00
20180316,3,2,3,-0.12,119.15,21915254.00,14261104.00
20180319,0,3,0,0.00,119.15,21915113.00,21915113.00
20180320,5,0,5,0.15,119.48,21947558.00,7266668.00
20180321,0,5,0,0.36,120.27,22027413.00,22027413.00
20180322,5,0,5,-2.13,115.59,21559310.00,8650213.00
20180323,1,5,1,-2.73,109.70,20970440.00,20368996.00
20180326,2,1,2,0.55,110.86,21085727.00,14866677.00
20180327,3,2,3,-0.29,110.24,21023942.00,13674016.00
20180328,3,3,3,1.89,114.22,21421945.00,14320180.00
20180329,0,3,0,1.82,118.12,21811784.00,21811784.00
20180330,1,0,1,0.35,118.88,21888344.00,20541944.00
20180402,1,1,1,0.67,120.34,22033934.00,18712934.00
20180403,4,1,4,0.21,120.80,22079833.00,13625504.00
20180404,2,4,2,-0.05,120.68,22068212.00,16941227.00
20180405,1,2,1,0.04,120.78,22078057.00,20138407.00
20180406,5,1,5,-0.22,120.29,22028890.00,6644540.00
20180409,1,5,1,0.39,121.14,22113952.00,18813302.00
20180410,3,1,3,0.73,122.74,22274283.00,12542533.00
20180411,2,3,2,-0.14,122.43,22243190.00,15763315.00
20180412,4,2,4,0.72,124.04,22403758.00,9558408.00
20180413,1,4,1,0.18,124.44,22443959.00,19781759.00
20180416,3,1,3,0.75,126.13,22612663.00,16575123.00
20180417,2,3,2,-0.27,125.51,22550788.00,18075088.00
20180418,3,2,3,-0.12,125.23,22522860.00,15325590.00
20180419,3,3,3,-1.35,122.19,22219449.00,14442274.00
20180420,3,3,3,-0.09,122.00,22199971.00,12850621.00
20180423,3,3,3,1.02,124.26,22425923.00,13216173.00
20180424,2,3,2,0.40,125.15,22515387.00,16057512.00
20180425,4,2,4,-0.72,123.54,22353989.00,11999364.00
20180426,3,4,3,-0.80,121.75,22175062.00,12655762.00
20180427,2,3,2,-0.04,121.65,22165213.00,15843963.00
20180430,2,2,2,0.35,122.42,22241878.00,18324228.00
20180502,2,2,2,0.26,123.00,22300201.00,17736031.00
20180503,3,2,3,-2.15,118.21,21821179.00,12540229.00
20180504,2,3,2,1.45,121.37,22136832.00,15572582.00
20180508,2,2,2,-1.01,119.13,21913065.00,18304015.00
20180509,1,2,1,0.30,119.78,21977774.00,18782774.00
20180510,3,1,3,0.50,120.87,22087490.00,12579490.00
20180511,2,3,2,-0.12,120.62,22061988.00,15618488.00
20180514,1,2,1,0.11,120.86,22085546.00,21403381.00
20180515,6,1,6,2.84,127.13,22713286.00,7026106.00
20180516,1,6,1,-4.05,117.93,21792669.00,18268044.00
20180517,4,1,4,0.03,118.00,21799873.00,9073298.00
20180518,1,4,1,0.55,119.19,21918769.00,18749719.00
20180521,2,1,2,0.16,119.53,21953458.00,15712558.00
20180523,4,2,4,-0.93,117.50,21749974.00,8955174.00
20180524,2,4,2,2.14,122.16,22216469.00,16568419.00
20180525,2,2,2,-0.52,121.02,22101812.00,18280718.00
20180528,3,2,3,1.24,123.76,22375560.00,13862105.00
20180529,3,3,3,-0.21,123.28,22327880.00,13058330.00
20180530,2,3,2,-0.16,122.92,22292254.00,17699754.00
20180531,4,2,4,-0.82,121.08,22108437.00,10740577.00
20180601,2,4,2,-0.53,119.91,21991343.00,15879093.00
20180604,1,2,1,1.30,122.77,22276523.00,18962723.00
20180605,3,1,3,-0.18,122.36,22236477.00,13320027.00
20180607,2,3,2,2.35,127.58,22758488.00,16701608.00
20180608,2,2,2,-0.04,127.48,22748468.00,18798768.00
20180611,4,2,4,-0.53,126.29,22628910.00,11491680.00
20180612,2,4,2,-1.01,124.00,22400240.00,15843040.00
20180614,1,2,1,-0.62,122.62,22262117.00,19126517.00
20180615,2,1,2,0.48,123.69,22369428.00,15784478.00
20180618,1,2,1,0.20,124.14,22414048.00,21081808.00
20180619,6,1,6,-3.05,117.31,21731495.00,7473020.00
20180620,0,6,0,2.13,121.95,22194654.00,22194654.00
20180621,2,0,2,0.22,122.43,22242594.00,17011094.00
20180622,3,2,3,-0.88,120.47,22047267.00,15533967.00
20180625,0,3,0,0.00,120.46,22046176.00,22046176.00
20180626,3,0,3,-0.46,119.44,21944056.00,12418456.00
20180627,0,3,0,0.18,119.83,21982587.00,21982587.00
20180628,2,0,2,0.19,120.25,22025267.00,16857147.00
20180629,5,2,5,-1.17,117.67,21767328.00,10993293.00
20180702,3,5,3,2.50,123.12,22311902.00,16820882.00
20180703,3,3,3,1.19,125.78,22577647.00,12686747.00
20180704,2,3,2,1.01,128.06,22806194.00,16222744.00
20180705,1,2,1,0.41,129.00,22900129.00,19524229.00
20180706,0,1,0,-0.20,128.54,22854459.00,22854459.00
20180709,1,0,1,0.00,128.54,22854459.00,19528709.00
20180710,1,1,1,-0.06,128.41,22840743.00,20140343.00
20180711,1,1,1,0.47,129.49,22948825.00,19678450.00
20180712,2,1,2,0.16,129.85,22984518.00,18881838.00
20180713,0,2,0,0.30,130.53,23053374.00,23053374.00
20180716,0,0,0,0.00,130.53,23053374.00,23053374.00
20180717,4,0,4,0.15,130.89,23088559.00,9612309.00
20180718,2,4,2,0.82,132.79,23278527.00,16457277.00
20180719,3,2,3,0.25,133.36,23336348.00,15792679.00
20180720,1,3,1,0.41,134.33,23432792.00,19919642.00
20180723,1,1,1,1.00,136.66,23666217.00,20016217.00
20180724,1,1,1,-0.08,136.48,23647841.00,20305341.00
20180725,1,1,1,0.31,137.20,23720220.00,20184420.00
20180726,1,1,1,0.03,137.28,23727795.00,20186895.00
20180727,0,1,0,-0.05,137.16,23716126.00,23716126.00
20180730,2,0,2,0.91,139.32,23931986.00,17055786.00
20180731,4,2,4,0.21,139.82,23981829.00,11349654.00
20180801,1,4,1,0.48,140.96,24096161.00,21277961.00
20180802,1,1,1,-0.04,140.87,24086866.00,23386816.00
20180803,0,1,0,-0.01,140.85,24084556.00,24084556.00
20180806,3,0,3,0.23,141.39,24138871.00,17059686.00
20180807,3,3,3,0.25,142.00,24200227.00,13585327.00
20180808,0,3,0,-0.14,141.65,24165211.00,24165211.00
20180809,2,0,2,-0.31,140.91,24091471.00,17136721.00
20180810,4,2,4,0.72,142.65,24265084.00,11762834.00
20180813,3,4,3,-0.20,142.16,24215615.00,13360940.00
20180814,0,3,0,-0.45,141.07,24106940.00,24106940.00
20180816,3,0,3,-0.12,140.78,24078140.00,15047340.00
20180817,0,3,0,-0.17,140.38,24038367.00,24038367.00
20180820,1,0,1,-0.90,138.23,23823117.00,20620617.00
20180821,2,1,2,2.26,143.62,24362357.00,17562407.00
20180822,3,2,3,1.06,146.20,24620309.00,15202509.00
20180823,2,3,2,0.75,148.05,24805083.00,21128973.00
20180824,3,2,3,0.72,149.82,24982492.00,16819597.00
20180827,3,3,3,2.53,156.14,25613773.00,16245473.00
20180828,3,3,3,-0.02,156.09,25608756.00,15182746.00
20180829,2,3,2,0.15,156.46,25646049.00,19626579.00
20180830,3,2,3,-0.15,156.08,25608488.00,14400963.00
20180831,2,3,2,0.01,156.11,25611237.00,18177437.00
20180903,4,2,4,0.73,157.99,25799327.00,14385212.00
20180904,3,4,3,0.38,158.99,25898586.00,19745026.00
20180905,4,3,4,-0.12,158.67,25867070.00,11556660.00
20180906,2,4,2,-0.31,157.88,25788064.00,18219764.00
20180907,4,2,4,-1.13,154.98,25497754.00,10725554.00
20180910,2,4,2,0.12,155.28,25527574.00,19929604.00
20180911,2,2,2,0.72,157.12,25712425.00,18083050.00
20180912,4,2,4,0.45,158.28,25827679.00,10642529.00
20180913,2,4,2,-0.21,157.74,25774043.00,18395543.00
20180914,3,2,3,1.90,162.64,26264432.00,18251637.00
20180917,4,3,4,0.71,164.50,26450087.00,13209022.00
20180918,2,4,2,-1.04,161.75,26174898.00,18544998.00
20180919,2,2,2,-0.76,159.76,25976130.00,19959630.00
20180920,4,2,4,-0.09,159.54,25953787.00,14626767.00
20180921,3,4,3,0.88,161.82,26181685.00,16001685.00
20180927,1,3,1,-0.18,161.34,26133758.00,22308758.00
20180928,3,1,3,-1.04,158.62,25861640.00,14790160.00
20181001,2,3,2,1.22,161.77,26177011.00,18302511.00
20181002,3,2,3,-0.52,160.40,26039830.00,14876380.00
20181004,3,3,3,-0.93,157.97,25796609.00,14584559.00
20181005,0,3,0,-0.93,155.55,25555490.00,25555490.00
20181008,2,0,2,0.08,155.75,25574700.00,21093300.00
20181010,1,2,1,0.68,157.49,25749348.00,21954348.00
20181011,2,1,2,-1.13,154.58,25457500.00,19993060.00
20181012,1,2,1,-0.81,152.52,25251824.00,21744824.00
20181015,0,1,0,0.45,153.66,25365828.00,25365828.00
20181016,0,0,0,0.00,153.66,25365828.00,25365828.00
20181017,1,0,1,-0.30,152.89,25288788.00,21661488.00
20181018,0,1,0,-0.05,152.77,25276807.00,25276807.00
20181019,0,0,0,0.00,152.77,25276807.00,25276807.00
20181022,2,0,2,0.53,154.11,25411207.00,20876957.00
20181023,1,2,1,-0.12,153.80,25380408.00,21654408.00
20181024,2,1,2,0.90,156.08,25607999.00,21040799.00
20181025,0,2,0,-0.29,155.33,25533212.00,25533212.00
20181026,1,0,1,0.43,156.42,25641942.00,21829842.00
20181029,0,1,0,-0.05,156.29,25629379.00,25629379.00
20181030,0,0,0,0.00,156.29,25629379.00,25629379.00
20181031,0,0,0,0.00,156.29,25629379.00,25629379.00
20181101,0,0,0,0.00,156.29,25629379.00,25629379.00
20181102,0,0,0,0.00,156.29,25629379.00,25629379.00
20181105,0,0,0,0.00,156.29,25629379.00,25629379.00
20181106,0,0,0,0.00,156.29,25629379.00,25629379.00
20181107,0,0,0,0.00,156.29,25629379.00,25629379.00
20181108,1,0,1,0.18,156.75,25675074.00,24126254.00
20181109,0,1,0,-0.02,156.70,25669970.00,25669970.00
20181112,2,0,2,0.19,157.20,25719695.00,21182525.00
20181113,1,2,1,-0.95,154.74,25474445.00,21905445.00
20181114,1,1,1,-0.32,153.92,25391674.00,21765674.00
20181115,1,1,1,0.70,155.69,25569258.00,21801858.00
20181116,2,1,2,0.53,157.04,25704269.00,18092844.00
