날짜,매수 종목수,매도 종목수,남은 종목수,일일수익률,누적수익률,총자산,남은 현금
20170518,2,1,5,0.04,18.76,11875525.00,3160005.00
20170519,1,1,5,1.49,20.52,12051902.00,3210556.00
20170522,1,4,2,0.20,20.76,12076063.00,8522119.00
20170523,4,0,6,1.32,22.36,12235798.00,1359378.00
20170524,0,3,3,-0.39,21.88,12188056.00,6743043.00
20170525,3,2,4,1.40,23.59,12359198.00,5096068.00
20170526,2,4,2,0.32,23.99,12399019.00,8696999.00
20170529,4,1,5,-0.06,23.92,12391756.00,3225811.00
20170530,1,1,5,1.35,25.59,12559127.00,3231537.00
20170531,1,3,3,0.13,25.75,12575219.00,6924229.00
20170601,3,3,3,0.84,26.80,12680427.00,7002199.00
20170602,3,3,3,0.52,27.46,12745807.00,7028602.00
20170605,3,2,4,-0.88,26.34,12633659.00,5140274.00
20170607,2,0,6,0.01,26.35,12635177.00,1397564.00
20170608,0,4,2,0.49,26.97,12696570.00,8892515.00
20170609,4,2,4,1.53,28.90,12890310.00,5309167.00
20170612,2,2,4,-0.76,27.93,12792521.00,5246112.00
20170613,2,0,6,2.66,31.33,13133304.00,1472512.00
20170614,0,3,3,-0.13,31.17,13116622.00,7526302.00
20170615,3,1,5,1.19,32.72,13272231.00,3575271.00
20170616,1,3,3,-0.37,32.23,13222572.00,7429422.00
20170619,3,1,5,0.55,32.95,13295381.00,3433231.00
20170620,1,2,5,-1.66,30.75,13074862.00,4864522.00
20170621,2,2,5,-0.77,29.74,12973945.00,3499765.00
20170622,1,3,3,-0.19,29.50,12949808.00,7332118.00
20170623,3,1,5,1.17,31.01,13101307.00,5173955.00
20170626,2,3,4,-0.27,30.65,13065380.00,5304991.00
20170627,2,1,5,1.40,32.48,13247979.00,3365794.00
20170628,1,2,4,-0.50,31.81,13181235.00,5359250.00
20170629,2,1,5,0.51,32.48,13247849.00,3460054.00
20170630,1,3,3,0.30,32.87,13287465.00,7342785.00
20170703,3,2,4,-1.32,31.12,13111554.00,5407245.00
20170704,2,0,6,-0.65,30.26,13025881.00,1539932.00
20170705,0,2,4,-0.03,30.22,13022459.00,5462007.00
20170706,2,3,3,-0.31,29.83,12982730.00,7208230.00
20170707,3,1,5,-0.97,28.57,12856778.00,3409633.00
20170710,1,1,5,-3.27,24.37,12436736.00,3425156.00
20170711,1,1,5,2.21,27.12,12711776.00,3225186.00
20170712,1,3,3,-1.01,25.83,12583036.00,6891091.00
20170713,3,1,5,-0.80,24.82,12481948.00,3156275.00
20170714,1,1,5,0.26,25.14,12513922.00,3154309.00
20170717,1,3,3,-0.90,24.01,12400868.00,6852082.00
20170718,3,1,5,0.84,25.05,12504526.00,3257956.00
20170719,1,2,4,1.12,26.45,12644553.00,5194863.00
20170720,2,2,4,0.73,27.37,12736742.00,5231503.00
20170721,2,3,3,-1.23,25.80,12579917.00,7010059.00
20170724,3,0,6,-0.25,25.49,12549030.00,1423934.00
20170725,0,1,5,-0.57,24.78,12478000.00,3277860.00
20170726,1,4,2,-0.01,24.77,12476560.00,8760460.00
20170727,4,1,5,0.15,24.95,12495499.00,3272009.00
20170728,1,0,6,-2.38,21.98,12197674.00,1423119.00
20170731,0,2,4,-0.98,20.78,12077621.00,5021891.00
20170801,0,3,1,-0.43,20.26,12026210.00,10177320.00
20170802,5,1,5,-1.38,18.60,11859674.00,3105620.00
20170803,1,1,5,-3.34,14.63,11463430.00,3182047.00
20170804,0,0,5,-1.08,13.39,11339373.00,3182047.00
20170807,0,5,0,-0.06,13.32,11332219.00,11332219.00
20170808,0,0,0,0.00,13.32,11332219.00,11332219.00
20170809,0,0,0,0.00,13.32,11332219.00,11332219.00
20170810,0,0,0,0.00,13.32,11332219.00,11332219.00
20170811,0,0,0,0.00,13.32,11332219.00,11332219.00
20170814,0,0,0,0.00,13.32,11332219.00,11332219.00
20170816,0,0,0,0.00,13.32,11332219.00,11332219.00
20170817,0,0,0,0.00,13.32,11332219.00,11332219.00
20170818,0,0,0,0.00,13.32,11332219.00,11332219.00
20170821,0,0,0,0.00,13.32,11332219.00,11332219.00
20170822,0,0,0,0.00,13.32,11332219.00,11332219.00
20170823,0,0,0,0.00,13.32,11332219.00,11332219.00
20170824,0,0,0,0.00,13.32,11332219.00,11332219.00
20170825,6,0,6,-0.36,12.91,11291257.00,1248461.00
20170828,0,2,4,-0.75,12.07,11207122.00,4642376.00
20170829,2,1,5,0.51,12.65,11264590.00,3097829.00
20170830,1,4,2,0.47,13.17,11317269.00,8026464.00
20170831,4,0,6,0.52,13.76,11375751.00,1312607.00
20170901,0,2,4,0.45,14.27,11426581.00,4634052.00
20170904,2,2,4,-2.17,11.78,11178179.00,4654278.00
20170905,2,2,4,0.01,11.79,11179295.00,4649855.00
20170906,2,1,5,0.24,12.06,11205772.00,3190487.00
20170907,1,3,3,1.39,13.61,11361262.00,6242117.00
20170908,3,3,3,-0.95,12.53,11252813.00,6260133.00
20170911,3,0,6,-1.41,10.94,11093693.00,1258308.00
20170912,0,0,6,1.18,12.25,11224523.00,1258308.00
20170913,0,3,3,0.06,12.32,11231730.00,6215650.00
20170914,3,3,3,-0.28,12.01,11200650.00,6228445.00
20170915,3,0,6,-2.50,9.20,10920221.00,1247443.00
20170918,0,1,5,-3.09,5.83,10583151.00,2974733.00
20170919,1,3,3,1.05,6.95,10694713.00,5831463.00
20170920,3,2,4,-0.18,6.75,10674964.00,4370724.00
20170921,2,1,5,0.10,6.85,10685289.00,2961565.00
20170922,1,1,5,-1.43,5.33,10532748.00,2834077.00
20170925,1,2,4,-2.46,2.74,10273729.00,4331422.00
20170926,2,2,4,2.75,5.56,10555789.00,4199399.00
20170927,2,3,3,-0.05,5.51,10550714.00,5689543.00
20170928,3,1,5,-0.50,4.98,10497972.00,2624812.00
20170929,1,1,5,1.33,6.37,10637388.00,2769033.00
20171010,1,5,1,-0.92,5.40,10539609.00,8961959.00
20171011,5,0,6,1.49,6.97,10696577.00,1160993.00
20171012,0,1,5,0.21,7.19,10718529.00,2809384.00
20171013,1,1,5,-2.39,4.62,10461852.00,2765714.00
20171016,1,4,2,-0.78,3.80,10380108.00,7380661.00
20171017,4,0,6,1.16,5.01,10500551.00,1220731.00
20171018,0,2,4,-0.20,4.79,10479096.00,4283319.00
20171019,2,1,5,1.11,5.96,10595730.00,2798666.00
20171020,1,3,3,-0.07,5.89,10588764.00,5865672.00
20171023,3,2,4,0.58,6.50,10650099.00,4364659.00
20171024,2,2,4,-0.27,6.21,10621477.00,4377216.00
20171025,2,2,4,-0.10,6.11,10610841.00,4396900.00
20171026,2,1,5,0.04,6.15,10614918.00,2887432.00
20171027,1,2,4,0.86,7.06,10706178.00,4367439.00
20171030,2,3,3,-0.79,6.21,10621420.00,5900995.00
20171031,3,0,6,0.70,6.95,10695310.00,1173895.00
20171101,0,1,6,-0.04,6.91,10691379.00,1594489.00
20171102,0,4,2,0.45,7.39,10739445.00,7595095.00
20171103,4,2,4,0.24,7.65,10765274.00,4354209.00
20171106,2,2,4,0.08,7.74,10773668.00,5288308.00
20171107,3,0,7,-0.09,7.64,10763653.00,496148.00
20171108,0,2,5,-0.92,6.64,10664449.00,3610799.00
20171109,2,2,5,1.14,7.86,10785695.00,2797561.00
20171110,1,4,3,-0.40,7.43,10742756.00,7022675.00
20171113,4,1,7,4.45,12.21,11220662.00,1048502.00
20171114,0,3,4,1.41,13.79,11378819.00,4875439.00
20171115,2,2,4,-0.93,12.73,11273442.00,4868682.00
20171116,2,2,4,5.48,18.91,11891204.00,4686044.00
20171117,2,2,4,2.76,22.19,12219429.00,5205399.00
20171120,2,1,5,3.37,26.32,12631719.00,3305994.00
20171121,1,2,4,-0.71,25.42,12542273.00,5410598.00
20171122,2,1,5,-0.14,25.25,12524692.00,3445689.00
20171123,1,2,4,0.74,26.17,12616887.00,5267271.00
20171124,2,2,4,0.94,27.36,12735737.00,5134373.00
20171127,2,3,3,-0.36,26.90,12690376.00,7113856.00
20171128,3,1,5,-1.04,25.58,12558430.00,4425780.00
20171129,2,1,6,0.40,26.08,12608145.00,2473570.00
20171130,1,3,4,-1.66,23.99,12398804.00,5185114.00
20171201,2,2,4,6.04,31.48,13147587.00,5002957.00
20171204,2,3,3,1.13,32.96,13295980.00,7335288.00
20171205,3,1,5,0.50,33.62,13361981.00,3540438.00
20171206,1,2,4,-1.02,32.25,13225088.00,5637268.00
20171207,0,2,2,0.94,33.49,13349191.00,9478165.00
20171208,0,1,1,-0.30,33.09,13309068.00,11350668.00
20171211,0,1,0,-0.04,33.04,13304218.00,13304218.00
20171212,0,0,0,0.00,33.04,13304218.00,13304218.00
20171213,0,0,0,0.00,33.04,13304218.00,13304218.00
20171214,0,0,0,0.00,33.04,13304218.00,13304218.00
20171215,0,0,0,0.00,33.04,13304218.00,13304218.00
20171218,0,0,0,0.00,33.04,13304218.00,13304218.00
20171219,0,0,0,0.00,33.04,13304218.00,13304218.00
20171220,0,0,0,0.00,33.04,13304218.00,13304218.00
20171221,0,0,0,0.00,33.04,13304218.00,13304218.00
20171222,0,0,0,0.00,33.04,13304218.00,13304218.00
20171226,0,0,0,0.00,33.04,13304218.00,13304218.00
20171227,0,0,0,0.00,33.04,13304218.00,13304218.00
20171228,2,0,2,0.09,33.16,13315708.00,9392018.00
20180102,4,0,6,3.73,38.13,13812983.00,1499808.00
20180103,0,6,0,0.30,38.55,13854829.00,13854829.00
20180104,3,0,3,0.60,39.37,13937292.00,7689209.00
20180105,3,2,4,1.87,41.98,14198330.00,5673210.00
20180108,2,2,4,-0.93,40.67,14066792.00,5733100.00
20180109,2,1,5,-0.67,39.73,13972931.00,3718753.00
20180110,1,2,4,1.16,41.35,14135036.00,5771309.00
20180111,2,3,3,0.53,42.10,14210001.00,7753548.00
20180112,3,1,5,0.22,42.42,14241745.00,3696630.00
20180115,1,2,4,1.25,44.19,14419314.00,5910072.00
20180116,2,3,3,0.43,44.82,14481845.00,8055885.00
20180117,3,1,5,-0.16,44.58,14458023.00,3819059.00
20180118,1,0,6,-0.53,43.82,14381522.00,1701899.00
20180119,0,3,3,0.29,44.24,14423690.00,8249685.00
20180122,3,3,3,-1.50,42.08,14207709.00,7856022.00
20180123,3,0,6,2.40,45.48,14548324.00,1534232.00
20180124,0,4,2,1.91,48.27,14826844.00,10412464.00
20180125,4,2,4,4.61,55.11,15510604.00,6027769.00
20180126,2,2,4,2.79,59.43,15943445.00,6849310.00
20180129,2,2,4,1.24,61.41,16141321.00,6719671.00
20180130,2,3,3,0.32,61.94,16193629.00,8966719.00
20180131,3,1,5,-0.52,61.09,16109414.00,4410473.00
20180201,1,1,5,-0.54,60.23,16022578.00,4238634.00
20180202,1,1,5,-2.36,56.44,15644247.00,4153625.00
20180205,1,3,3,-3.70,50.66,15065825.00,8623925.00
20180206,0,1,2,0.81,51.88,15188451.00,10718611.00
20180207,0,2,0,0.50,52.65,15264657.00,15264657.00
20180208,0,0,0,0.00,52.65,15264657.00,15264657.00
20180209,0,0,0,0.00,52.65,15264657.00,15264657.00
20180212,0,0,0,0.00,52.65,15264657.00,15264657.00
20180213,0,0,0,0.00,52.65,15264657.00,15264657.00
20180214,0,0,0,0.00,52.65,15264657.00,15264657.00
20180219,0,0,0,0.00,52.65,15264657.00,15264657.00
20180220,0,0,0,0.00,52.65,15264657.00,15264657.00
20180221,0,0,0,0.00,52.65,15264657.00,15264657.00
20180222,0,0,0,0.00,52.65,15264657.00,15264657.00
20180223,0,0,0,0.00,52.65,15264657.00,15264657.00
20180226,0,0,0,0.00,52.65,15264657.00,15264657.00
20180227,0,0,0,0.00,52.65,15264657.00,15264657.00
20180228,6,0,6,1.02,54.20,15420205.00,1741933.00
20180302,0,0,6,-0.97,52.70,15270113.00,1741933.00
20180305,0,1,5,0.37,53.27,15326860.00,3923110.00
20180306,0,5,0,0.04,53.33,15333160.00,15333160.00
20180307,0,0,0,0.00,53.33,15333160.00,15333160.00
20180308,0,0,0,0.00,53.33,15333160.00,15333160.00
20180309,6,0,6,0.05,53.41,15340686.00,1715140.00
20180312,0,2,4,0.10,53.56,15356401.00,6376297.00
20180313,2,1,5,0.51,54.35,15435459.00,4230023.00
20180314,1,3,3,0.49,55.11,15510521.00,8530099.00
20180315,3,2,4,0.26,55.51,15550867.00,6256313.00
20180316,2,3,3,0.74,56.67,15666523.00,8653793.00
20180319,3,0,6,-0.98,55.12,15512443.00,1700948.00
20180320,0,2,4,0.44,55.81,15581118.00,6436103.00
20180321,2,2,4,0.56,56.69,15669118.00,6396443.00
20180322,2,3,3,-0.34,56.16,15615747.00,8734912.00
20180323,3,1,5,-2.45,52.33,15233083.00,4205820.00
20180326,0,0,5,-1.01,50.80,15079588.00,4205820.00
20180327,0,3,2,0.64,51.76,15175827.00,11023800.00
20180328,0,2,0,-0.28,51.34,15133544.00,15133544.00
20180329,0,0,0,0.00,51.34,15133544.00,15133544.00
20180330,0,0,0,0.00,51.34,15133544.00,15133544.00
20180402,6,0,6,-2.49,47.56,14756294.00,1712609.00
20180403,0,0,6,-0.32,47.10,14709584.00,1712609.00
20180404,0,1,5,-1.46,44.94,14494449.00,3933479.00
20180405,0,5,0,0.11,45.10,14510288.00,14510288.00
20180406,0,0,0,0.00,45.10,14510288.00,14510288.00
20180409,0,0,0,0.00,45.10,14510288.00,14510288.00
20180410,6,0,6,-0.98,43.68,14367508.00,1601888.00
20180411,0,2,4,1.05,45.19,14518960.00,5985886.00
20180412,2,1,5,-0.64,44.26,14426469.00,3832169.00
20180413,1,4,2,0.52,45.02,14501540.00,10127240.00
20180416,4,1,5,3.56,50.18,15017625.00,3782190.00
20180417,1,2,4,-0.42,49.54,14954082.00,6165782.00
20180418,2,2,4,0.20,49.84,14984308.00,6012178.00
20180419,2,3,3,-0.75,48.73,14872669.00,8290144.00
20180420,3,0,6,5.43,56.80,15680304.00,1679284.00
20180423,0,5,1,0.11,56.97,15697173.00,13467673.00
20180424,5,1,5,0.14,57.19,15718821.00,4030804.00
20180425,1,0,6,-0.72,56.05,15605386.00,1710194.00
20180426,0,1,5,1.49,58.38,15838471.00,4114269.00
20180427,1,4,2,-1.02,56.77,15677234.00,11088464.00
20180430,4,1,5,0.81,58.05,15804901.00,4054058.00
20180502,1,1,5,3.06,62.88,16288264.00,4108196.00
20180503,1,4,2,-0.21,62.54,16253514.00,11130734.00
20180504,4,1,5,3.91,68.89,16888653.00,4235053.00
20180508,0,2,3,-1.88,65.72,16571966.00,9421781.00
20180509,0,1,2,0.88,67.19,16718571.00,11713081.00
20180510,0,2,0,0.42,67.89,16789395.00,16789395.00
20180511,0,0,0,0.00,67.89,16789395.00,16789395.00
20180514,6,0,6,-0.07,67.77,16777215.00,1896880.00
20180515,0,1,5,-1.06,65.99,16599435.00,4458670.00
20180516,0,0,5,-3.61,60.01,16000725.00,4458670.00
20180517,0,5,0,-0.52,59.17,15917197.00,15917197.00
20180518,0,0,0,0.00,59.17,15917197.00,15917197.00
20180521,6,0,6,1.44,61.47,16146807.00,1750792.00
20180523,0,3,3,0.84,62.83,16282928.00,8924373.00
20180524,3,0,6,-0.60,61.85,16185414.00,1674592.00
20180525,0,3,3,-1.79,58.96,15896371.00,9390910.00
20180528,3,2,4,2.55,63.02,16302455.00,7417053.00
20180529,3,2,5,0.38,63.65,16364945.00,4548750.00
20180530,1,1,5,-1.13,61.80,16180040.00,4562075.00
20180531,1,2,4,0.13,62.02,16201614.00,8753474.00
20180601,3,3,4,0.83,63.36,16335904.00,6669164.00
20180604,2,1,5,-0.05,63.28,16327662.00,4287032.00
20180605,1,1,5,2.42,67.22,16722070.00,4312760.00
20180607,1,4,2,-0.60,66.21,16621038.00,11783238.00
20180608,4,1,5,1.20,68.20,16820410.00,4350300.00
20180611,1,1,5,0.59,69.20,16919674.00,4333744.00
20180612,1,4,2,-0.18,68.90,16889633.00,11910423.00
20180614,4,2,4,-1.22,66.83,16683318.00,6989482.00
20180615,0,1,3,0.87,68.28,16828372.00,9540962.00
20180618,0,1,2,0.14,68.51,16851349.00,12002409.00
20180619,0,2,0,1.25,70.62,17062428.00,17062428.00
20180620,0,0,0,0.00,70.62,17062428.00,17062428.00
20180621,0,0,0,0.00,70.62,17062428.00,17062428.00
20180622,0,0,0,0.00,70.62,17062428.00,17062428.00
20180625,0,0,0,0.00,70.62,17062428.00,17062428.00
20180626,0,0,0,0.00,70.62,17062428.00,17062428.00
20180627,0,0,0,0.00,70.62,17062428.00,17062428.00
20180628,0,0,0,0.00,70.62,17062428.00,17062428.00
20180629,0,0,0,0.00,70.62,17062428.00,17062428.00
20180702,0,0,0,0.00,70.62,17062428.00,17062428.00
20180703,0,0,0,0.00,70.62,17062428.00,17062428.00
20180704,0,0,0,0.00,70.62,17062428.00,17062428.00
20180705,0,0,0,0.00,70.62,17062428.00,17062428.00
20180706,0,0,0,0.00,70.62,17062428.00,17062428.00
20180709,0,0,0,0.00,70.62,17062428.00,17062428.00
20180710,0,0,0,0.00,70.62,17062428.00,17062428.00
20180711,0,0,0,0.00,70.62,17062428.00,17062428.00
20180712,0,0,0,0.00,70.62,17062428.00,17062428.00
20180713,6,0,6,1.42,73.05,17305043.00,2386988.00
20180716,0,2,4,2.12,76.71,17671298.00,7143413.00
20180717,2,2,4,-0.35,76.10,17609543.00,7537843.00
20180718,2,2,4,-0.71,74.84,17483936.00,7068216.00
20180719,0,0,4,-0.77,73.50,17349542.00,7068216.00
20180720,0,2,2,-0.99,71.78,17177633.00,12235447.00
20180723,0,2,0,-0.18,71.46,17146435.00,17146435.00
20180724,0,0,0,0.00,71.46,17146435.00,17146435.00
20180725,0,0,0,0.00,71.46,17146435.00,17146435.00
20180726,0,0,0,0.00,71.46,17146435.00,17146435.00
20180727,6,0,6,1.04,73.25,17324845.00,1917350.00
20180730,0,3,3,1.64,76.08,17608490.00,9678320.00
20180731,3,1,5,0.51,76.98,17698048.00,4428208.00
20180801,1,3,3,-0.63,75.86,17585884.00,9772474.00
20180802,3,0,6,-0.94,74.21,17421216.00,1942674.00
20180803,0,3,3,1.10,76.13,17613296.00,9659528.00
20180806,0,2,1,0.03,76.18,17618224.00,14962724.00
20180807,0,1,0,-0.06,76.07,17606835.00,17606835.00
20180808,6,0,6,1.05,77.92,17791792.00,1928666.00
20180809,0,0,6,0.94,79.59,17958591.00,1928666.00
20180810,0,0,6,0.82,81.05,18105260.00,1928666.00
20180813,0,6,0,-0.22,80.66,18065981.00,18065981.00
20180814,0,0,0,0.00,80.66,18065981.00,18065981.00
20180816,0,0,0,0.00,80.66,18065981.00,18065981.00
20180817,0,0,0,0.00,80.66,18065981.00,18065981.00
20180820,0,0,0,0.00,80.66,18065981.00,18065981.00
20180821,0,0,0,0.00,80.66,18065981.00,18065981.00
20180822,1,0,1,0.18,80.99,18099131.00,15405671.00
20180823,5,0,6,-0.83,79.49,17948541.00,2000461.00
20180824,0,1,5,0.60,80.57,18056999.00,4699239.00
20180827,1,1,5,0.34,81.19,18118840.00,4643515.00
20180828,1,5,1,-0.99,79.39,17938560.00,15350610.00
20180829,5,0,6,1.25,81.62,18162060.00,2152535.00
20180830,0,2,4,1.40,84.17,18417217.00,7583657.00
20180831,2,1,5,0.39,84.89,18489244.00,4833454.00
20180903,1,3,3,1.16,87.03,18703478.00,10474188.00
20180904,3,1,5,1.30,89.47,18947028.00,6389948.00
20180905,2,5,2,-0.59,88.36,18836144.00,13247519.00
20180906,4,0,6,0.27,88.88,18887564.00,2071469.00
20180907,0,3,3,-0.78,87.41,18741082.00,10340707.00
20180910,3,1,5,1.05,89.37,18937102.00,4877192.00
20180911,1,5,1,0.53,90.38,19037789.00,16246942.00
20180912,5,0,6,-1.49,87.54,18753997.00,2119557.00
20180913,0,1,5,-0.03,87.48,18747633.00,4893323.00
20180914,1,0,6,0.18,87.82,18781563.00,2110828.00
20180917,0,5,1,-0.86,86.21,18620876.00,15838381.00
20180918,5,0,6,1.53,89.06,18905636.00,2026236.00
20180919,0,3,3,-3.03,83.34,18333651.00,10360416.00
20180920,3,0,6,-1.62,80.36,18036381.00,2195211.00
20180921,0,3,3,1.27,82.65,18265473.00,9875693.00
20180927,3,2,4,0.69,83.91,18390766.00,7373726.00
20180928,2,2,4,-5.31,74.15,17415039.00,6972094.00
20181001,2,0,6,-0.68,72.97,17297019.00,1802244.00
20181002,0,2,4,-1.55,70.30,17029590.00,6877975.00
20181004,0,2,2,0.02,70.33,17032510.00,12106605.00
20181005,0,2,0,-0.29,69.82,16982476.00,16982476.00
20181008,0,0,0,0.00,69.82,16982476.00,16982476.00
20181010,0,0,0,0.00,69.82,16982476.00,16982476.00
20181011,0,0,0,0.00,69.82,16982476.00,16982476.00
20181012,0,0,0,0.00,69.82,16982476.00,16982476.00
20181015,0,0,0,0.00,69.82,16982476.00,16982476.00
20181016,0,0,0,0.00,69.82,16982476.00,16982476.00
20181017,0,0,0,0.00,69.82,16982476.00,16982476.00
20181018,0,0,0,0.00,69.82,16982476.00,16982476.00
20181019,0,0,0,0.00,69.82,16982476.00,16982476.00
20181022,0,0,0,0.00,69.82,16982476.00,16982476.00
20181023,0,0,0,0.00,69.82,16982476.00,16982476.00
20181024,0,0,0,0.00,69.82,16982476.00,16982476.00
20181025,0,0,0,0.00,69.82,16982476.00,16982476.00
20181026,0,0,0,0.00,69.82,16982476.00,16982476.00
20181029,0,0,0,0.00,69.82,16982476.00,16982476.00
20181030,0,0,0,0.00,69.82,16982476.00,16982476.00
20181031,0,0,0,0.00,69.82,16982476.00,16982476.00
20181101,0,0,0,0.00,69.82,16982476.00,16982476.00
20181102,0,0,0,0.00,69.82,16982476.00,16982476.00
20181105,0,0,0,0.00,69.82,16982476.00,16982476.00
20181106,0,0,0,0.00,69.82,16982476.00,16982476.00
20181107,0,0,0,0.00,69.82,16982476.00,16982476.00
20181108,0,0,0,0.00,69.82,16982476.00,16982476.00
20181109,0,0,0,0.00,69.82,16982476.00,16982476.00
20181112,0,0,0,0.00,69.82,16982476.00,16982476.00
20181113,0,0,0,0.00,69.82,16982476.00,16982476.00
20181114,0,0,0,0.00,69.82,16982476.00,16982476.00
20181115,0,0,0,0.00,69.82,16982476.00,16982476.00
