날짜,매수 종목수,매도 종목수,남은 종목수,일일수익률,누적수익률,총자산,남은 현금
20170929,4,0,4,-1.48,85.50,18550367.00,7679918.00
20171010,2,4,2,0.86,87.10,18710016.00,13202431.00
20171011,3,2,3,1.84,90.55,19055065.00,10434541.00
20171012,2,3,2,1.25,92.92,19292471.00,13600187.00
20171013,4,2,4,0.39,93.68,19368425.00,7923849.00
20171016,1,4,1,0.82,95.28,19528080.00,16553360.00
20171017,5,1,5,-0.64,94.03,19402723.00,5054801.00
20171018,1,5,1,1.38,96.71,19670895.00,16698330.00
20171019,5,1,5,-1.14,94.47,19446648.00,5154639.00
20171020,1,5,1,-1.24,92.05,19205183.00,16509833.00
20171023,3,2,2,-0.46,91.16,19116500.00,13738471.00
20171024,2,2,2,1.21,93.48,19348121.00,13787226.00
20171025,3,2,4,-0.29,92.91,19291379.00,8106853.00
20171026,1,4,1,0.45,93.78,19377537.00,16636502.00
20171027,2,1,2,0.54,94.82,19481978.00,13640358.00
20171030,1,2,1,0.14,95.10,19509561.00,16690756.00
20171031,2,2,1,1.21,97.46,19746465.00,16824645.00
20171101,3,1,3,-0.39,96.69,19669057.00,11002367.00
20171102,3,2,4,-1.79,93.17,19317049.00,7995468.00
20171103,2,4,2,-0.05,93.08,19308063.00,13585875.00
20171106,3,2,3,0.23,93.53,19353266.00,10745436.00
20171107,2,3,2,0.69,94.87,19487262.00,13662792.00
20171108,3,2,3,0.74,96.31,19630973.00,11645438.00
20171109,3,3,3,1.12,98.50,19850308.00,10879148.00
20171110,3,3,3,0.01,98.53,19853036.00,11078676.00
20171113,3,3,3,0.24,99.00,19900325.00,11062775.00
20171114,3,3,3,1.23,101.45,20145176.00,11074863.00
20171115,2,4,1,0.25,101.96,20196277.00,17343827.00
20171116,4,1,4,-1.13,99.67,19967103.00,8226328.00
20171117,1,5,0,0.85,101.37,20136660.00,20136660.00
20171120,2,1,1,1.54,104.46,20445836.00,17323911.00
20171121,4,2,3,1.42,107.37,20736561.00,11529316.00
20171122,3,5,1,1.59,110.66,21065684.00,18081974.00
20171123,3,1,3,0.62,111.97,21196861.00,11710761.00
20171124,0,3,1,0.26,112.51,21251107.00,18780905.00
20171127,1,1,1,0.48,113.53,21352765.00,18101465.00
20171128,3,1,3,0.23,114.02,21401678.00,11996786.00
20171129,1,4,0,0.86,115.86,21585615.00,21585615.00
20171130,6,1,5,-0.36,115.07,21507416.00,5791110.00
20171201,1,5,1,0.47,116.08,21608491.00,18410341.00
20171204,3,2,2,1.92,120.23,22023117.00,15418512.00
20171205,3,3,2,1.07,122.58,22258173.00,15628823.00
20171206,3,2,4,-0.08,122.40,22240072.00,9703024.00
20171207,2,5,1,1.66,126.10,22609745.00,19174365.00
20171208,3,1,3,-0.75,124.41,22440541.00,12572284.00
20171211,2,5,0,1.98,128.84,22884405.00,22884405.00
20171212,6,1,5,1.78,132.93,23292653.00,6122713.00
20171213,1,5,1,0.40,133.86,23385719.00,19802559.00
20171214,4,2,3,2.25,139.11,23911072.00,13225462.00
20171215,2,2,3,1.77,143.35,24334633.00,13674083.00
20171218,3,2,4,-0.01,143.33,24332626.00,10075046.00
20171219,2,5,2,-1.64,139.34,23934465.00,17546170.00
20171220,2,3,2,1.00,141.74,24173580.00,17950515.00
20171221,3,4,1,1.67,145.77,24577339.00,21039743.00
20171222,4,4,1,-2.51,139.60,23960306.00,20443186.00
20171226,2,2,1,1.05,142.11,24211454.00,20626820.00
20171227,3,3,1,1.69,146.21,24621048.00,20929048.00
20171228,3,1,3,0.47,147.36,24735932.00,17124342.00
20180102,2,3,2,1.68,151.52,25151755.00,17536625.00
20180103,3,3,2,0.57,152.95,25294846.00,17859146.00
20180104,2,3,1,0.95,155.35,25535254.00,21927474.00
20180105,3,3,1,1.88,160.17,26016501.00,22271101.00
20180108,2,1,2,0.96,162.66,26265783.00,18357413.00
20180109,4,2,4,0.17,163.10,26309982.00,10812312.00
20180110,2,4,2,-0.23,162.51,26250580.00,18502888.00
20180111,3,3,2,0.14,162.86,26286278.00,18700478.00
20180112,3,2,3,0.14,163.24,26323970.00,14988783.00
20180115,1,4,0,0.42,164.35,26434797.00,26434797.00
20180116,4,3,1,0.54,165.78,26578364.00,22617264.00
20180117,2,3,0,1.89,170.82,27081763.00,27081763.00
20180118,4,0,4,0.13,171.18,27117678.00,11071628.00
20180119,2,4,2,-0.56,169.65,26964795.00,19236195.00
20180122,2,2,2,1.27,173.06,27306289.00,19147409.00
20180123,3,3,3,1.13,176.15,27615261.00,16062771.00
20180124,3,3,3,0.40,177.26,27725832.00,15433037.00
20180125,2,4,1,0.85,179.63,27962600.00,23958200.00
20180126,2,1,2,0.32,180.51,28051210.00,22902400.00
20180129,3,3,2,1.14,183.72,28372206.00,20039112.00
20180130,2,2,2,-0.33,182.79,28278569.00,19957319.00
20180131,3,3,2,0.69,184.74,28474076.00,20189786.00
20180201,4,2,4,0.33,185.69,28569221.00,13565456.00
20180202,2,5,2,1.57,190.18,29017678.00,22502415.00
20180205,3,1,4,-2.54,182.82,28281945.00,13726321.00
20180206,3,2,5,-2.87,174.69,27468881.00,9081560.00
20180207,1,5,1,1.01,177.46,27745538.00,23512738.00
20180208,4,2,3,0.75,179.53,27953327.00,15743977.00
20180209,3,5,1,1.10,182.61,28260869.00,24074267.00
20180212,3,2,2,1.53,186.92,28691989.00,20173309.00
20180213,3,3,2,-3.28,177.51,27751426.00,19982466.00
20180214,4,2,4,1.04,180.40,28040118.00,11296402.00
20180219,0,4,0,0.72,182.42,28241745.00,28241745.00
20180220,5,0,5,-0.35,181.44,28144275.00,7297060.00
20180221,0,5,0,-0.53,179.95,27994917.00,27994917.00
20180222,5,0,5,1.08,182.97,28296513.00,7227738.00
20180223,0,5,0,-0.64,181.15,28114509.00,28114509.00
20180226,4,0,4,1.11,184.28,28427554.00,11422114.00
20180227,1,4,1,-0.28,183.48,28348156.00,24163156.00
20180228,3,2,2,1.45,187.60,28760082.00,20194302.00
20180302,3,3,2,0.66,189.51,28950753.00,20517008.00
20180305,3,2,3,0.12,189.84,28984179.00,16199769.00
20180306,3,3,3,0.14,190.26,29025976.00,16403446.00
20180307,3,4,2,1.39,194.30,29430454.00,20729459.00
20180308,2,3,1,0.92,197.01,29700636.00,25311776.00
20180309,5,2,4,2.55,204.58,30458489.00,12479096.00
20180312,1,4,1,1.19,208.20,30819616.00,26131716.00
20180313,4,2,3,2.04,214.47,31447152.00,17370267.00
20180314,3,1,6,-1.14,210.89,31088814.00,6166744.00
20180315,0,3,3,-0.97,207.86,30785854.00,17372724.00
20180316,1,3,1,0.13,208.26,30825929.00,26229449.00
20180319,4,2,3,-0.22,207.57,30757411.00,16923256.00
20180320,3,3,3,0.89,210.31,31031490.00,17260080.00
20180321,0,3,0,0.59,212.16,31215672.00,31215672.00
20180322,5,0,5,-1.95,206.06,30605655.00,8109079.00
20180323,1,5,1,-2.28,199.08,29908244.00,25373252.00
20180326,2,3,0,1.87,204.66,30466200.00,30466200.00
20180327,4,0,4,0.37,205.80,30579507.00,12378885.00
20180328,1,4,1,0.77,208.14,30813662.00,26088762.00
20180329,5,2,4,0.66,210.17,31016928.00,12873668.00
20180330,0,4,0,0.02,210.23,31022547.00,31022547.00
20180402,3,0,3,0.44,211.59,31158662.00,17224992.00
20180403,2,3,2,0.76,213.95,31395382.00,22003677.00
20180404,3,4,1,2.04,220.34,32034389.00,27405409.00
20180405,4,1,4,-1.69,214.94,31493814.00,13206704.00
20180406,2,4,2,-0.74,212.60,31259706.00,22228546.00
20180409,2,4,0,1.77,218.13,31812727.00,31812727.00
20180410,5,1,4,2.85,227.19,32718782.00,13277482.00
20180411,1,4,1,-0.11,226.83,32683358.00,27889108.00
20180412,4,1,4,-0.54,225.06,32506262.00,13560719.00
20180413,1,4,1,0.83,227.76,32775848.00,28297658.00
20180416,2,1,2,0.91,230.73,33072850.00,23053710.00
20180417,3,2,3,0.63,232.80,33280262.00,18399742.00
20180418,2,3,2,0.45,234.29,33428835.00,23590500.00
20180419,3,2,3,0.10,234.63,33462638.00,18846918.00
20180420,3,3,3,0.84,237.44,33744164.00,18786278.00
20180423,2,3,2,0.94,240.61,34061098.00,24151348.00
20180424,3,2,3,0.94,243.81,34381262.00,19154507.00
20180425,3,4,2,1.18,247.87,34787148.00,24577688.00
20180426,4,1,5,-1.36,243.14,34314012.00,9094657.00
20180427,1,5,1,-0.03,243.03,34302946.00,29306386.00
20180430,4,3,2,0.88,246.06,34605986.00,24912934.00
20180502,1,3,0,-1.50,240.87,34087463.00,34087463.00
20180503,2,1,1,-1.70,235.09,33509454.00,28613329.00
20180504,4,3,2,2.42,243.19,34318843.00,24263073.00
20180508,4,3,3,0.15,243.70,34370045.00,19216520.00
20180509,2,3,2,-0.38,242.41,34241067.00,24164267.00
20180510,3,3,2,1.28,246.79,34679170.00,24665490.00
20180511,4,3,3,0.93,250.03,35003374.00,19605524.00
20180514,0,3,0,-0.12,249.63,34962740.00,34962740.00
20180515,4,1,3,1.38,254.44,35443959.00,19737159.00
20180516,3,3,3,-3.46,242.19,34219357.00,19510757.00
20180517,3,5,1,1.30,246.63,34663485.00,29821610.00
20180518,5,1,5,0.69,249.03,34902989.00,9069334.00
20180521,1,3,3,-0.68,246.65,34664677.00,19420707.00
20180523,3,2,4,-0.54,244.76,34476405.00,14405315.00
20180524,2,5,1,2.94,254.90,35490171.00,30526971.00
20180525,4,3,2,2.13,262.45,36244974.00,25735630.00
20180528,4,3,3,0.62,264.69,36468864.00,20592804.00
20180529,3,3,3,-1.64,258.72,35871915.00,20193575.00
20180530,0,3,0,-0.02,258.63,35863221.00,35863221.00
20180531,5,1,4,-0.28,257.61,35761422.00,15015792.00
20180601,2,4,2,-0.45,256.00,35599898.00,25392248.00
20180604,1,2,1,0.10,256.37,35636899.00,31234269.00
20180605,5,1,5,-1.60,250.67,35067173.00,9351253.00
20180607,1,6,0,2.93,260.96,36096265.00,36096265.00
20180608,5,0,5,-2.30,252.65,35265155.00,9548670.00
20180611,0,5,0,-0.24,251.80,35180169.00,35180169.00
20180612,5,0,5,-1.19,247.61,34761039.00,9078104.00
20180614,1,5,1,-0.16,247.04,34704365.00,29759465.00
20180615,4,3,2,2.23,254.79,35478509.00,25135779.00
20180618,3,4,1,1.64,260.62,36061518.00,30858258.00
20180619,5,3,3,-2.68,250.94,35093740.00,19819830.00
20180620,3,6,0,5.18,269.12,36912365.00,36912365.00
20180621,5,1,4,-0.65,266.72,36672343.00,15352218.00
20180622,2,4,2,-1.15,262.52,36251549.00,25761069.00
20180625,4,4,2,2.91,273.06,37305513.00,26191983.00
20180626,4,2,5,-0.20,272.32,37232388.00,13453853.00
20180627,2,6,2,1.81,279.06,37905826.00,31576876.00
20180628,4,2,4,-0.57,276.88,37687999.00,15241525.00
20180629,1,4,1,-1.06,272.90,37290261.00,31890321.00
20180702,5,4,2,2.78,283.27,38327427.00,27435107.00
20180703,3,2,3,-0.51,281.31,38131019.00,21102999.00
20180704,2,4,1,2.40,290.46,39045955.00,33161087.00
20180705,4,1,4,-0.54,288.37,38836711.00,16009991.00
20180706,2,5,1,-1.76,281.54,38154259.00,32654259.00
20180709,2,1,2,0.99,285.31,38530618.00,26892028.00
20180710,3,3,2,1.38,290.64,39063953.00,27345438.00
20180711,3,1,4,-0.86,287.28,38728012.00,15753747.00
20180712,2,3,3,0.25,288.25,38825493.00,21479093.00
20180713,3,3,3,0.61,290.63,39063313.00,21812213.00
20180716,3,1,5,-1.60,284.40,38439511.00,10354295.00
20180717,1,5,1,-0.11,283.98,38398259.00,32628209.00
20180718,4,1,4,0.48,285.82,38581942.00,15893032.00
20180719,2,4,2,0.34,287.14,38713930.00,27129450.00
20180720,4,2,4,-0.35,285.77,38576882.00,15710037.00
20180723,2,5,1,2.28,294.57,39456669.00,33612129.00
20180724,3,1,3,-1.14,290.08,39008081.00,21840401.00
20180725,3,3,3,1.12,294.46,39446279.00,21707134.00
20180726,2,3,3,1.37,299.88,39987795.00,22832065.00
20180727,3,3,4,-0.14,299.31,39931438.00,19245198.00
20180730,2,5,1,-0.02,299.24,39924212.00,33771912.00
20180731,5,2,4,0.52,301.31,40131435.00,16579005.00
20180801,2,4,3,2.13,309.87,40987319.00,22705929.00
20180802,3,3,4,-0.51,307.80,40779837.00,21811207.00
20180803,0,4,0,-0.12,307.31,40731384.00,40731384.00
20180806,3,0,3,0.42,309.02,40901672.00,22610238.00
20180807,2,4,1,1.00,313.11,41311488.00,35281108.00
20180808,3,1,3,0.31,314.41,41440812.00,23027147.00
20180809,2,3,2,-0.67,311.64,41164244.00,29012168.00
20180810,4,2,4,-0.42,309.92,40991631.00,16816681.00
20180813,2,3,3,-2.15,301.11,40111481.00,23199926.00
20180814,1,3,1,0.02,301.21,40121122.00,34070582.00
20180816,4,3,2,2.88,312.78,41277598.00,29064558.00
20180817,3,2,3,0.63,315.39,41539061.00,22840101.00
20180820,2,3,2,-1.97,307.22,40722288.00,29096088.00
20180821,3,4,1,2.28,316.52,41651809.00,35452284.00
20180822,3,1,3,1.03,320.80,42079894.00,23092954.00
20180823,1,3,1,0.50,322.89,42288605.00,36000755.00
20180824,1,1,1,0.01,322.92,42291618.00,35995998.00
20180827,3,2,2,1.20,328.00,42799903.00,30467083.00
20180828,3,2,3,0.24,329.01,42901276.00,24558226.00
20180829,1,3,1,-0.12,328.50,42850496.00,36506816.00
20180830,4,1,4,0.39,330.19,43018745.00,17437180.00
20180831,1,5,0,0.98,334.40,43439580.00,43439580.00
20180903,3,0,3,0.99,338.71,43871470.00,24096000.00
20180904,1,3,2,-0.19,337.89,43789483.00,30795528.00
20180905,2,1,3,-0.64,335.08,43507927.00,24331582.00
20180906,1,2,2,-0.64,332.29,43228984.00,30680224.00
20180907,4,1,6,-1.83,324.40,42439652.00,5628582.00
20180910,0,6,0,-0.47,322.39,42239368.00,42239368.00
20180911,2,0,2,0.39,324.04,42403568.00,29701818.00
20180912,4,2,4,-0.15,323.42,42341738.00,17208448.00
20180913,2,4,2,-0.17,322.71,42270849.00,29687604.00
20180914,3,3,2,0.67,325.54,42554464.00,30177199.00
20180917,3,1,4,-0.02,325.45,42545102.00,17454232.00
20180918,1,3,2,-0.65,322.67,42266888.00,29786718.00
20180919,2,2,2,-2.64,311.51,41151352.00,28990742.00
20180920,3,2,3,0.31,312.80,41279621.00,22946726.00
20180921,2,3,2,1.17,317.65,41764537.00,29156537.00
20180927,1,2,1,0.01,317.70,41770292.00,35522792.00
20180928,5,2,4,0.01,317.74,41774099.00,17380132.00
20181001,2,5,1,1.07,322.20,42220481.00,35958481.00
20181002,5,3,3,2.13,331.22,43121766.00,24370816.00
20181004,1,3,1,-0.72,328.12,42812005.00,36650805.00
20181005,4,2,3,-0.21,327.24,42724102.00,24151657.00
20181008,2,3,2,0.38,328.87,42887475.00,30061305.00
20181010,2,3,1,2.03,337.58,43758017.00,37211267.00
20181011,4,2,3,-0.71,334.47,43446768.00,24638528.00
20181012,3,3,3,0.59,337.03,43703440.00,24077490.00
20181015,2,5,1,1.56,343.83,44383141.00,38822781.00
20181016,5,3,3,1.78,351.71,45170961.00,25462071.00
20181017,0,3,0,0.19,352.55,45255045.00,45255045.00
20181018,5,1,4,0.71,355.77,45577226.00,18990486.00
20181019,2,4,2,-0.56,353.22,45322280.00,31867990.00
20181022,2,2,3,0.34,354.78,45477971.00,25643821.00
20181023,3,5,1,-0.77,351.27,45127003.00,38118303.00
20181024,3,2,2,1.38,357.51,45751348.00,32078108.00
20181025,3,1,4,0.00,357.52,45751578.00,18405003.00
20181026,2,4,2,1.16,362.82,46282144.00,32264104.00
20181029,4,3,3,-0.61,359.99,45999098.00,24639958.00
20181030,3,3,3,-0.29,358.64,45864485.00,25934115.00
20181031,2,4,1,1.45,365.31,46530904.00,39599704.00
20181101,3,3,1,1.99,374.55,47454998.00,40496098.00
20181102,3,1,3,1.17,380.11,48011496.00,26317610.00
20181105,1,4,0,1.26,386.14,48614153.00,48614153.00
20181106,3,0,3,0.79,389.97,48997105.00,27002501.00
20181107,3,3,3,0.37,391.76,49176473.00,27373339.00
20181108,1,3,1,0.23,392.89,49288753.00,42218778.00
20181109,2,2,1,0.61,395.92,49591733.00,42456563.00
20181112,4,2,3,0.28,397.30,49730379.00,28079244.00
20181113,3,0,6,-1.62,389.25,48924824.00,6069114.00
20181114,0,6,0,1.59,397.03,49702556.00,49702556.00
20181115,3,0,3,0.73,400.65,50065281.00,27660861.00
20181116,2,3,2,0.75,404.40,50440499.00,35577309.00
