,날짜,누적수익률_Opt,누적수익률_714157,누적수익률_714207,누적수익률_714243,누적수익률,최고누적,DD,MDD,HL,HLcount,cummax,underwater
37,20170224,13.938778223469196,8.3,21.77,11.6,1.1393877822346918,1.1418384436462756,-0.002146241813121952,-0.022434067497470345,-1,-1,1.1418384436462756,True
38,20170227,13.497968397994047,8.24,20.82,11.28,1.1349796839799404,1.1418384436462756,-0.006006768912450444,-0.022434067497470345,-1,-2,1.1418384436462756,True
39,20170228,13.634572919362757,8.23,21.37,10.96,1.1363457291936276,1.1418384436462756,-0.004810412964471489,-0.022434067497470345,-1,-3,1.1418384436462756,True
40,20170302,14.358990803690752,8.38,22.27,12.62,1.1435899080369074,1.1435899080369074,0.0,-0.022434067497470345,1,1,1.1435899080369074,False
41,20170303,15.19644900356491,10.33,22.06,12.98,1.1519644900356492,1.1519644900356492,0.0,-0.022434067497470345,1,2,1.1519644900356492,False
42,20170306,15.24362506836572,10.74,22.36,11.75,1.1524362506836572,1.1524362506836572,0.0,-0.022434067497470345,1,3,1.1524362506836572,False
43,20170307,16.60849190926138,12.33,23.83,12.42,1.1660849190926137,1.1660849190926137,0.0,-0.022434067497470345,1,4,1.1660849190926137,False
44,20170308,16.816926590926116,11.8,24.71,12.99,1.168169265909261,1.168169265909261,0.0,-0.022434067497470345,1,5,1.168169265909261,False
45,20170309,16.747683246125895,10.64,25.63,13.46,1.167476832461259,1.168169265909261,-0.0005927509550279764,-0.022434067497470345,-1,-1,1.168169265909261,True
46,20170310,14.60872217466175,10.25,21.41,11.39,1.1460872217466176,1.168169265909261,-0.018903120298628617,-0.022434067497470345,-1,-2,1.168169265909261,True
47,20170313,15.57500138698513,10.52,22.69,13.3,1.1557500138698513,1.168169265909261,-0.010631380572868498,-0.022434067497470345,-1,-3,1.168169265909261,True
48,20170314,16.139651985796547,11.35,22.56,14.59,1.1613965198579654,1.168169265909261,-0.005797743742234074,-0.022434067497470345,-1,-4,1.168169265909261,True
49,20170315,15.303697400067824,12.65,20.3,11.73,1.1530369740006783,1.168169265909261,-0.012953852108756103,-0.022434067497470345,-1,-5,1.168169265909261,True
50,20170316,16.250863441649084,13.62,21.59,11.98,1.1625086344164908,1.168169265909261,-0.004845728832254648,-0.022434067497470345,-1,-6,1.168169265909261,True
51,20170317,17.239127919874633,14.97,22.34,12.62,1.1723912791987463,1.1723912791987463,0.0,-0.022434067497470345,1,1,1.1723912791987463,False
52,20170320,16.614596033036634,13.58,22.91,11.43,1.1661459603303663,1.1723912791987463,-0.005326991917449453,-0.022434067497470345,-1,-1,1.1723912791987463,True
53,20170321,16.894962898150933,13.97,23.02,11.79,1.1689496289815093,1.1723912791987463,-0.0029355815573697264,-0.022434067497470345,-1,-2,1.1723912791987463,True
54,20170322,18.88148916557449,16.42,24.5,13.71,1.1888148916557448,1.1888148916557448,0.0,-0.022434067497470345,1,1,1.1888148916557448,False
55,20170323,18.151164589419803,15.84,23.88,12.44,1.181511645894198,1.1888148916557448,-0.006143299358721044,-0.022434067497470345,-1,-1,1.1888148916557448,True
56,20170324,19.20214061484519,18.52,22.9,13.73,1.192021406148452,1.192021406148452,0.0,-0.022434067497470345,1,1,1.192021406148452,False
57,20170327,19.360353993671207,17.82,24.14,13.74,1.1936035399367122,1.1936035399367122,0.0,-0.022434067497470345,1,2,1.1936035399367122,False
58,20170328,20.82533029359418,18.28,26.74,15.28,1.2082533029359417,1.2082533029359417,0.0,-0.022434067497470345,1,3,1.2082533029359417,False
59,20170329,21.19838839600092,17.85,27.64,16.43,1.2119838839600092,1.2119838839600092,0.0,-0.022434067497470345,1,4,1.2119838839600092,False
60,20170330,22.10251511839495,19.29,28.01,17.16,1.2210251511839494,1.2210251511839494,0.0,-0.022434067497470345,1,5,1.2210251511839494,False
61,20170331,23.424707258696323,20.97,29.09,18.15,1.2342470725869632,1.2342470725869632,0.0,-0.022434067497470345,1,6,1.2342470725869632,False
62,20170403,24.168290108673823,23.43,28.64,17.36,1.2416829010867383,1.2416829010867383,0.0,-0.022434067497470345,1,7,1.2416829010867383,False
63,20170404,21.8552080580208,21.6,24.78,16.9,1.218552080580208,1.2416829010867383,-0.01862860516665399,-0.022434067497470345,-1,-1,1.2416829010867383,True
64,20170405,23.057140633536587,21.83,26.87,18.57,1.2305714063353659,1.2416829010867383,-0.008948737831251052,-0.022434067497470345,-1,-2,1.2416829010867383,True
65,20170406,24.076320217130135,23.71,27.28,18.84,1.2407632021713013,1.2416829010867383,-0.0007406874288371501,-0.022434067497470345,-1,-3,1.2416829010867383,True
66,20170407,23.00903073058824,22.8,26.29,17.28,1.2300903073058824,1.2416829010867383,-0.009336195070987818,-0.022434067497470345,-1,-4,1.2416829010867383,True
67,20170410,22.4814001685763,22.27,25.83,16.63,1.224814001685763,1.2416829010867383,-0.013585513166212926,-0.022434067497470345,-1,-5,1.2416829010867383,True
68,20170411,23.042469180629823,22.35,27.06,16.99,1.2304246918062982,1.2416829010867383,-0.00906689563864227,-0.022434067497470345,-1,-6,1.2416829010867383,True
69,20170412,22.885466210857434,21.42,27.84,16.77,1.2288546621085743,1.2416829010867383,-0.010331332554339379,-0.022434067497470345,-1,-7,1.2416829010867383,True
70,20170413,22.544319299542188,21.44,27.41,15.8,1.225443192995422,1.2416829010867383,-0.013078788535384578,-0.022434067497470345,-1,-8,1.2416829010867383,True
71,20170414,22.651561612015527,21.97,27.17,15.63,1.2265156161201554,1.2416829010867383,-0.012215103351514545,-0.022434067497470345,-1,-9,1.2416829010867383,True
72,20170417,24.064436055378703,22.9,29.61,16.17,1.240644360553787,1.2416829010867383,-0.0008363975472662766,-0.022434067497470345,-1,-10,1.2416829010867383,True
73,20170418,24.385863297752124,22.89,30.15,16.81,1.2438586329775212,1.2438586329775212,0.0,-0.022434067497470345,1,1,1.2438586329775212,False
74,20170419,25.297525173363073,24.96,30.0,17.17,1.2529752517336308,1.2529752517336308,0.0,-0.022434067497470345,1,2,1.2529752517336308,False
75,20170420,24.663926164894644,24.82,28.92,16.29,1.2466392616489466,1.2529752517336308,-0.005056755970173965,-0.022434067497470345,-1,-1,1.2529752517336308,True
76,20170421,25.78574315997075,25.5,31.19,16.22,1.2578574315997075,1.2578574315997075,0.0,-0.022434067497470345,1,1,1.2578574315997075,False
77,20170424,25.813985017468575,24.88,32.15,15.92,1.2581398501746857,1.2581398501746857,0.0,-0.022434067497470345,1,2,1.2581398501746857,False
78,20170425,27.164261676197427,26.48,34.47,14.89,1.2716426167619743,1.2716426167619743,0.0,-0.022434067497470345,1,3,1.2716426167619743,False
79,20170426,27.016973905847948,26.71,33.74,15.01,1.2701697390584794,1.2716426167619743,-0.0011582481462011351,-0.022434067497470345,-1,-1,1.2716426167619743,True
80,20170427,26.88425573043058,26.5,33.94,14.42,1.2688425573043058,1.2716426167619743,-0.0022019232611111272,-0.022434067497470345,-1,-2,1.2716426167619743,True
81,20170428,27.468379588151535,26.36,35.5,14.76,1.2746837958815154,1.2746837958815154,0.0,-0.022434067497470345,1,1,1.2746837958815154,False
82,20170502,29.06249404080465,27.66,37.35,16.52,1.2906249404080465,1.2906249404080465,0.0,-0.022434067497470345,1,2,1.2906249404080465,False
83,20170504,28.846502683235975,26.0,38.31,17.27,1.2884650268323599,1.2906249404080465,-0.0016735408623079762,-0.022434067497470345,-1,-1,1.2906249404080465,True
84,20170508,30.513473488950066,25.77,41.26,20.7,1.3051347348895006,1.3051347348895006,0.0,-0.022434067497470345,1,1,1.3051347348895006,False
85,20170510,30.836912229376104,26.54,41.8,19.63,1.308369122293761,1.308369122293761,0.0,-0.022434067497470345,1,2,1.308369122293761,False
86,20170511,31.903217673849927,26.63,43.73,21.22,1.3190321767384994,1.3190321767384994,0.0,-0.022434067497470345,1,3,1.3190321767384994,False
87,20170512,31.693401383333455,27.69,42.02,21.04,1.3169340138333345,1.3190321767384994,-0.0015906836407530989,-0.022434067497470345,-1,-1,1.3190321767384994,True
88,20170515,32.06754781134217,26.76,43.2,22.77,1.3206754781134218,1.3206754781134218,0.0,-0.022434067497470345,1,1,1.3206754781134218,False
89,20170516,33.173341497017795,29.15,43.29,22.96,1.331733414970178,1.331733414970178,0.0,-0.022434067497470345,1,2,1.331733414970178,False
90,20170517,34.12563845118202,29.41,45.18,23.67,1.3412563845118202,1.3412563845118202,0.0,-0.022434067497470345,1,3,1.3412563845118202,False
91,20170518,34.032255279674445,28.91,44.94,24.75,1.3403225527967444,1.3412563845118202,-0.0006962365479554755,-0.022434067497470345,-1,-1,1.3412563845118202,True
92,20170519,33.930037437551576,29.0,44.49,24.88,1.3393003743755156,1.3412563845118202,-0.0014583417151945444,-0.022434067497470345,-1,-2,1.3412563845118202,True
93,20170522,33.39266337309046,28.1,44.15,24.77,1.3339266337309046,1.3412563845118202,-0.0054648394337994954,-0.022434067497470345,-1,-3,1.3412563845118202,True
94,20170523,34.00193880798521,28.72,45.34,24.26,1.340019388079852,1.3412563845118202,-0.0009222669478052836,-0.022434067497470345,-1,-4,1.3412563845118202,True
95,20170524,35.42757706028742,29.94,46.85,25.98,1.3542757706028743,1.3542757706028743,0.0,-0.022434067497470345,1,1,1.3542757706028743,False
96,20170525,35.52465808144327,29.77,46.68,27.17,1.3552465808144327,1.3552465808144327,0.0,-0.022434067497470345,1,2,1.3552465808144327,False
97,20170526,36.035768284415695,30.61,47.65,26.09,1.360357682844157,1.360357682844157,0.0,-0.022434067497470345,1,3,1.360357682844157,False
98,20170529,37.448041013006346,32.76,48.27,27.37,1.3744804101300634,1.3744804101300634,0.0,-0.022434067497470345,1,4,1.3744804101300634,False
99,20170530,36.963930877750435,32.55,47.67,26.5,1.3696393087775043,1.3744804101300634,-0.0035221319393712314,-0.022434067497470345,-1,-1,1.3744804101300634,True
100,20170531,37.2235396992398,33.63,47.14,26.44,1.372235396992398,1.3744804101300634,-0.0016333540450045314,-0.022434067497470345,-1,-2,1.3744804101300634,True
101,20170601,39.01401530354793,36.28,48.35,27.43,1.3901401530354793,1.3901401530354793,0.0,-0.022434067497470345,1,1,1.3901401530354793,False
102,20170602,39.77305240595967,36.35,50.02,27.99,1.3977305240595967,1.3977305240595967,0.0,-0.022434067497470345,1,2,1.3977305240595967,False
103,20170605,40.26286484510893,37.52,49.81,28.3,1.4026286484510893,1.4026286484510893,0.0,-0.022434067497470345,1,3,1.4026286484510893,False
104,20170607,41.01948772024812,40.75,48.67,27.18,1.4101948772024813,1.4101948772024813,0.0,-0.022434067497470345,1,4,1.4101948772024813,False
105,20170608,41.77772986813042,41.79,49.84,26.54,1.4177772986813042,1.4177772986813042,0.0,-0.022434067497470345,1,5,1.4177772986813042,False
106,20170609,41.88207842369211,42.82,48.96,26.46,1.4188207842369212,1.4188207842369212,0.0,-0.022434067497470345,1,6,1.4188207842369212,False
107,20170612,43.17785017109069,43.5,51.62,26.54,1.4317785017109068,1.4317785017109068,0.0,-0.022434067497470345,1,7,1.4317785017109068,False
108,20170613,43.83477894084683,44.02,52.87,26.38,1.4383477894084682,1.4383477894084682,0.0,-0.022434067497470345,1,8,1.4383477894084682,False
109,20170614,45.05991646778834,46.59,53.13,26.46,1.4505991646778833,1.4505991646778833,0.0,-0.022434067497470345,1,9,1.4505991646778833,False
110,20170615,45.05328154899371,45.87,53.27,27.75,1.450532815489937,1.4505991646778833,-4.573916045302884e-05,-0.022434067497470345,-1,-1,1.4505991646778833,True
111,20170616,47.554340385705935,48.71,55.28,30.43,1.4755434038570594,1.4755434038570594,0.0,-0.022434067497470345,1,1,1.4755434038570594,False
112,20170619,47.73476196164249,48.93,55.69,30.09,1.4773476196164248,1.4773476196164248,0.0,-0.022434067497470345,1,2,1.4773476196164248,False
113,20170620,47.0458301529826,46.56,56.23,30.79,1.470458301529826,1.4773476196164248,-0.004663301984665913,-0.022434067497470345,-1,-1,1.4773476196164248,True
114,20170621,46.85343199637824,46.82,55.64,30.35,1.4685343199637824,1.4773476196164248,-0.005965623483341509,-0.022434067497470345,-1,-2,1.4773476196164248,True
115,20170622,50.0102607495577,49.55,59.31,33.48,1.500102607495577,1.500102607495577,0.0,-0.022434067497470345,1,1,1.500102607495577,False
116,20170623,49.49363638431158,48.93,58.81,33.16,1.4949363638431157,1.500102607495577,-0.0034439268531679668,-0.022434067497470345,-1,-1,1.500102607495577,True
117,20170626,50.63543763648677,52.18,58.4,32.58,1.5063543763648677,1.5063543763648677,0.0,-0.022434067497470345,1,1,1.5063543763648677,False
118,20170627,53.41791327676285,54.29,62.06,35.19,1.5341791327676284,1.5341791327676284,0.0,-0.022434067497470345,1,2,1.5341791327676284,False
119,20170628,52.54315618527896,52.89,61.59,34.71,1.5254315618527896,1.5341791327676284,-0.005701792396992311,-0.022434067497470345,-1,-1,1.5341791327676284,True
120,20170629,55.38028780242156,55.84,64.67,36.84,1.5538028780242157,1.5538028780242157,0.0,-0.022434067497470345,1,1,1.5538028780242157,False
121,20170630,53.5476035211139,53.57,63.31,35.08,1.535476035211139,1.5538028780242157,-0.011794831295705133,-0.022434067497470345,-1,-1,1.5538028780242157,True
122,20170703,53.85054335405341,53.34,64.37,35.13,1.538505433540534,1.5538028780242157,-0.009845164209718593,-0.022434067497470345,-1,-2,1.5538028780242157,True
123,20170704,53.69979432343009,55.29,62.59,33.42,1.5369979432343008,1.5538028780242157,-0.01081535825914004,-0.022434067497470345,-1,-3,1.5538028780242157,True
124,20170705,55.433838565696895,55.96,66.54,33.32,1.554338385656969,1.554338385656969,0.0,-0.022434067497470345,1,1,1.554338385656969,False
125,20170706,56.61840653225937,56.97,68.53,33.37,1.5661840653225938,1.5661840653225938,0.0,-0.022434067497470345,1,2,1.5661840653225938,False
126,20170707,58.06564544973068,57.31,71.18,34.99,1.5806564544973067,1.5806564544973067,0.0,-0.022434067497470345,1,3,1.5806564544973067,False
127,20170710,59.41463901302038,59.42,72.1,35.47,1.5941463901302038,1.5941463901302038,0.0,-0.022434067497470345,1,4,1.5941463901302038,False
128,20170711,58.63002724386757,58.76,71.48,34.1,1.5863002724386757,1.5941463901302038,-0.004921830102997737,-0.022434067497470345,-1,-1,1.5941463901302038,True
129,20170712,59.09480030433787,59.79,71.7,33.78,1.5909480030433787,1.5941463901302038,-0.002006332107657882,-0.022434067497470345,-1,-2,1.5941463901302038,True
130,20170713,61.23555092594805,60.64,75.35,35.92,1.6123555092594803,1.6123555092594803,0.0,-0.022434067497470345,1,1,1.6123555092594803,False
131,20170714,61.49408240483295,59.92,76.37,36.9,1.6149408240483294,1.6149408240483294,0.0,-0.022434067497470345,1,2,1.6149408240483294,False
132,20170717,62.87746537377883,61.28,77.65,38.53,1.6287746537377883,1.6287746537377883,0.0,-0.022434067497470345,1,3,1.6287746537377883,False
133,20170718,62.50168712676066,59.39,78.49,39.2,1.6250168712676065,1.6287746537377883,-0.0023071223889432613,-0.022434067497470345,-1,-1,1.6287746537377883,True
134,20170719,63.90530272236719,61.11,79.69,40.29,1.6390530272236719,1.6390530272236719,0.0,-0.022434067497470345,1,1,1.6390530272236719,False
135,20170720,65.24011183564579,62.64,80.99,41.26,1.6524011183564578,1.6524011183564578,0.0,-0.022434067497470345,1,2,1.6524011183564578,False
136,20170721,65.21340611183696,62.52,81.09,41.2,1.6521340611183697,1.6524011183564578,-0.0001616176817610393,-0.022434067497470345,-1,-1,1.6524011183564578,True
137,20170724,66.93616594420321,67.06,80.21,41.62,1.669361659442032,1.669361659442032,0.0,-0.022434067497470345,1,1,1.669361659442032,False
138,20170725,65.41737613683615,66.73,77.44,39.84,1.6541737613683616,1.669361659442032,-0.009098027373377393,-0.022434067497470345,-1,-1,1.669361659442032,True
139,20170726,66.21671312379901,66.19,79.37,41.46,1.66216713123799,1.669361659442032,-0.004309748078464182,-0.022434067497470345,-1,-2,1.669361659442032,True
140,20170727,66.16068784520446,65.62,78.56,43.96,1.6616068784520448,1.669361659442032,-0.00464535707174385,-0.022434067497470345,-1,-3,1.669361659442032,True
141,20170728,66.81333396544517,68.68,77.46,42.61,1.6681333396544518,1.669361659442032,-0.0007358020837682222,-0.022434067497470345,-1,-4,1.669361659442032,True
142,20170731,67.72343858980351,70.79,78.07,41.44,1.6772343858980352,1.6772343858980352,0.0,-0.022434067497470345,1,1,1.6772343858980352,False
143,20170801,65.64841569738272,66.23,77.8,41.44,1.6564841569738271,1.6772343858980352,-0.012371693007651952,-0.022434067497470345,-1,-1,1.6772343858980352,True
144,20170802,66.48865110089369,68.17,77.8,41.44,1.664886511008937,1.6772343858980352,-0.00736204491925363,-0.022434067497470345,-1,-2,1.6772343858980352,True
145,20170803,67.75929743896997,69.47,79.36,42.1,1.6775929743896998,1.6775929743896998,0.0,-0.022434067497470345,1,1,1.6775929743896998,False
146,20170804,68.77658697595182,71.92,79.3,41.99,1.6877658697595181,1.6877658697595181,0.0,-0.022434067497470345,1,2,1.6877658697595181,False
147,20170807,68.99043091820462,71.72,79.3,43.52,1.6899043091820463,1.6899043091820463,0.0,-0.022434067497470345,1,3,1.6899043091820463,False
148,20170808,68.58235615952842,70.26,79.9,43.53,1.6858235615952841,1.6899043091820463,-0.0024147802716339983,-0.022434067497470345,-1,-1,1.6899043091820463,True
149,20170809,69.48354047469432,71.9,80.5,43.37,1.6948354047469434,1.6948354047469434,0.0,-0.022434067497470345,1,1,1.6948354047469434,False
150,20170810,67.59521703254828,68.08,80.33,42.5,1.6759521703254827,1.6948354047469434,-0.011141633204364232,-0.022434067497470345,-1,-1,1.6948354047469434,True
151,20170811,66.71641606733999,63.76,82.16,44.1,1.6671641606734,1.6948354047469434,-0.01632680317866908,-0.022434067497470345,-1,-2,1.6948354047469434,True
152,20170814,66.29473236479856,62.94,81.62,44.78,1.6629473236479857,1.6948354047469434,-0.01881485423873297,-0.022434067497470345,-1,-3,1.6948354047469434,True
153,20170816,67.88877563423023,63.43,84.74,45.93,1.6788877563423021,1.6948354047469434,-0.009409555854199558,-0.022434067497470345,-1,-4,1.6948354047469434,True
154,20170817,66.86723600385747,64.37,81.96,43.9,1.6686723600385747,1.6948354047469434,-0.015436923629923327,-0.022434067497470345,-1,-5,1.6948354047469434,True
155,20170818,68.02834024800588,63.48,84.56,46.87,1.6802834024800588,1.6948354047469434,-0.008586085838263036,-0.022434067497470345,-1,-6,1.6948354047469434,True
156,20170821,67.8980173880436,63.72,83.88,46.96,1.678980173880436,1.6948354047469434,-0.0093550269377779,-0.022434067497470345,-1,-7,1.6948354047469434,True
157,20170822,68.09022990255134,64.79,83.36,46.56,1.6809022990255134,1.6948354047469434,-0.008220919673028848,-0.022434067497470345,-1,-8,1.6948354047469434,True
158,20170823,68.25648903105281,64.67,83.79,46.86,1.6825648903105281,1.6948354047469434,-0.007239944599958026,-0.022434067497470345,-1,-9,1.6948354047469434,True
159,20170824,70.98560846486241,66.74,88.01,48.23,1.709856084648624,1.709856084648624,0.0,-0.022434067497470345,1,1,1.709856084648624,False
160,20170825,71.30853937262306,65.64,89.33,49.81,1.7130853937262307,1.7130853937262307,0.0,-0.022434067497470345,1,2,1.7130853937262307,False
161,20170828,70.69798595687595,64.55,89.11,49.52,1.7069798595687595,1.7130853937262307,-0.0035640570982807818,-0.022434067497470345,-1,-1,1.7130853937262307,True
162,20170829,70.66353725953202,63.89,90.52,48.14,1.7066353725953203,1.7130853937262307,-0.0037651486344650875,-0.022434067497470345,-1,-2,1.7130853937262307,True
163,20170830,71.17508561252194,62.9,92.3,49.57,1.7117508561252195,1.7130853937262307,-0.0007790257309405746,-0.022434067497470345,-1,-3,1.7130853937262307,True
164,20170831,74.2060500506571,65.84,95.3,52.86,1.742060500506571,1.742060500506571,0.0,-0.022434067497470345,1,1,1.742060500506571,False
165,20170901,75.57800491913336,67.41,96.68,53.78,1.7557800491913338,1.7557800491913338,0.0,-0.022434067497470345,1,2,1.7557800491913338,False
166,20170904,77.89901528117466,70.77,97.84,56.0,1.7789901528117467,1.7789901528117467,0.0,-0.022434067497470345,1,3,1.7789901528117467,False
167,20170905,77.50633028003351,71.92,96.48,54.03,1.775063302800335,1.7789901528117467,-0.0022073478063974195,-0.022434067497470345,-1,-1,1.7789901528117467,True
168,20170906,78.42484205330373,73.7,96.82,54.14,1.7842484205330373,1.7842484205330373,0.0,-0.022434067497470345,1,1,1.7842484205330373,False
169,20170907,80.32069438899158,75.36,99.53,55.02,1.8032069438899159,1.8032069438899159,0.0,-0.022434067497470345,1,2,1.8032069438899159,False
170,20170908,81.057225240673,75.31,102.17,53.9,1.81057225240673,1.81057225240673,0.0,-0.022434067497470345,1,3,1.81057225240673,False
171,20170911,82.66095543341747,77.18,104.18,54.15,1.8266095543341747,1.8266095543341747,0.0,-0.022434067497470345,1,4,1.8266095543341747,False
172,20170912,83.02520009751147,77.97,104.07,54.47,1.8302520009751149,1.8302520009751149,0.0,-0.022434067497470345,1,5,1.8302520009751149,False
173,20170913,82.12322417237817,77.24,102.42,54.6,1.8212322417237816,1.8302520009751149,-0.0049281515586530045,-0.022434067497470345,-1,-1,1.8302520009751149,True
174,20170914,84.17555205429728,79.73,104.81,55.05,1.8417555205429728,1.8417555205429728,0.0,-0.022434067497470345,1,1,1.8417555205429728,False
175,20170915,84.54390304305517,78.38,107.43,54.96,1.8454390304305517,1.8454390304305517,0.0,-0.022434067497470345,1,2,1.8454390304305517,False
176,20170918,85.04759645010068,78.82,107.92,55.63,1.850475964501007,1.850475964501007,0.0,-0.022434067497470345,1,3,1.850475964501007,False
177,20170919,86.58371184725792,80.23,109.84,56.72,1.8658371184725793,1.8658371184725793,0.0,-0.022434067497470345,1,4,1.8658371184725793,False
178,20170920,85.28557698584534,80.68,106.07,56.23,1.8528557698584533,1.8658371184725793,-0.0069573857683530305,-0.022434067497470345,-1,-1,1.8658371184725793,True
179,20170921,84.44995833747605,80.96,104.24,54.81,1.8444995833747604,1.8658371184725793,-0.011435904499148553,-0.022434067497470345,-1,-2,1.8658371184725793,True
180,20170922,85.96878188683108,82.09,105.9,56.92,1.8596878188683108,1.8658371184725793,-0.0032957322712618975,-0.022434067497470345,-1,-3,1.8658371184725793,True
181,20170925,86.77654812616177,84.64,105.2,56.73,1.8677654812616176,1.8677654812616176,0.0,-0.022434067497470345,1,1,1.8677654812616176,False
182,20170926,87.64590045010031,86.69,105.15,56.73,1.8764590045010032,1.8764590045010032,0.0,-0.022434067497470345,1,2,1.8764590045010032,False
183,20170927,88.41683808837327,88.47,105.15,56.73,1.8841683808837328,1.8841683808837328,0.0,-0.022434067497470345,1,3,1.8841683808837328,False
184,20170928,87.7403848351025,88.29,104.07,55.72,1.8774038483510251,1.8841683808837328,-0.00359019533569227,-0.022434067497470345,-1,-1,1.8841683808837328,True
185,20170929,87.87034243479633,85.5,107.82,55.46,1.8787034243479632,1.8841683808837328,-0.002900460803405669,-0.022434067497470345,-1,-2,1.8841683808837328,True
186,20171010,88.67629227367885,87.1,107.95,55.79,1.8867629227367886,1.8867629227367886,0.0,-0.022434067497470345,1,1,1.8867629227367886,False
187,20171011,91.14913601537265,90.55,109.51,57.83,1.9114913601537264,1.9114913601537264,0.0,-0.022434067497470345,1,2,1.9114913601537264,False
188,20171012,93.3708790739008,92.92,112.1,59.03,1.9337087907390078,1.9337087907390078,0.0,-0.022434067497470345,1,3,1.9337087907390078,False
189,20171013,94.95367929033156,93.68,114.45,60.98,1.9495367929033156,1.9495367929033156,0.0,-0.022434067497470345,1,4,1.9495367929033156,False
190,20171016,96.23424264147545,95.28,116.02,61.01,1.9623424264147544,1.9623424264147544,0.0,-0.022434067497470345,1,5,1.9623424264147544,False
191,20171017,95.65529385361121,94.03,115.59,61.63,1.9565529385361122,1.9623424264147544,-0.0029502944036223777,-0.022434067497470345,-1,-1,1.9623424264147544,True
192,20171018,96.77025009323609,96.71,115.0,62.51,1.967702500932361,1.967702500932361,0.0,-0.022434067497470345,1,1,1.967702500932361,False
193,20171019,95.32666969234164,94.47,114.3,61.42,1.9532666969234165,1.967702500932361,-0.007336375291541408,-0.022434067497470345,-1,-1,1.967702500932361,True
194,20171020,96.0150362718787,92.05,118.69,61.98,1.960150362718787,1.967702500932361,-0.0038380487954837728,-0.022434067497470345,-1,-2,1.967702500932361,True
195,20171023,96.70830352212218,91.16,121.31,62.53,1.9670830352212216,1.967702500932361,-0.0003148167524541501,-0.022434067497470345,-1,-3,1.967702500932361,True
196,20171024,98.74777748700619,93.48,123.44,63.78,1.987477774870062,1.987477774870062,0.0,-0.022434067497470345,1,1,1.987477774870062,False
197,20171025,99.85566502645791,92.91,125.57,66.66,1.9985566502645793,1.9985566502645793,0.0,-0.022434067497470345,1,2,1.9985566502645793,False
198,20171026,100.3925907525031,93.78,125.17,68.23,2.003925907525031,2.003925907525031,0.0,-0.022434067497470345,1,3,2.003925907525031,False
199,20171027,100.94633765759122,94.82,124.94,69.19,2.009463376575912,2.009463376575912,0.0,-0.022434067497470345,1,4,2.009463376575912,False
200,20171030,101.76725161447855,95.1,126.24,70.3,2.0176725161447857,2.0176725161447857,0.0,-0.022434067497470345,1,5,2.0176725161447857,False
201,20171031,105.29740693650541,97.46,132.23,71.77,2.052974069365054,2.052974069365054,0.0,-0.022434067497470345,1,6,2.052974069365054,False
202,20171101,105.0931978827135,96.69,131.98,72.9,2.050931978827135,2.052974069365054,-0.0009946986512842093,-0.022434067497470345,-1,-1,2.052974069365054,True
203,20171102,103.44036021199211,93.17,130.95,74.19,2.034403602119921,2.052974069365054,-0.00904564140494779,-0.022434067497470345,-1,-2,2.052974069365054,True
204,20171103,103.25766954241143,93.08,130.26,74.76,2.0325766954241145,2.052974069365054,-0.00993552439132761,-0.022434067497470345,-1,-3,2.052974069365054,True
205,20171106,103.278837358262,93.53,129.86,74.63,2.03278837358262,2.052974069365054,-0.009832416338642291,-0.022434067497470345,-1,-4,2.052974069365054,True
206,20171107,105.38865373660121,94.87,132.7,77.06,2.0538865373660125,2.0538865373660125,0.0,-0.022434067497470345,1,1,2.0538865373660125,False
207,20171108,106.65236914622275,96.31,133.59,78.64,2.0665236914622276,2.0665236914622276,0.0,-0.022434067497470345,1,2,2.0665236914622276,False
208,20171109,107.76531970835629,98.5,133.79,79.1,2.0776531970835626,2.0776531970835626,0.0,-0.022434067497470345,1,3,2.0776531970835626,False
209,20171110,107.09857068536989,98.53,132.39,78.28,2.070985706853699,2.0776531970835626,-0.0032091449329574306,-0.022434067497470345,-1,-1,2.0776531970835626,True
210,20171113,107.86163632453032,99.0,133.81,78.45,2.0786163632453034,2.0786163632453034,0.0,-0.022434067497470345,1,1,2.0786163632453034,False
211,20171114,110.26615141120189,101.45,136.98,79.31,2.102661514112019,2.102661514112019,0.0,-0.022434067497470345,1,2,2.102661514112019,False
212,20171115,111.75802194170342,101.96,139.08,81.82,2.117580219417034,2.117580219417034,0.0,-0.022434067497470345,1,3,2.117580219417034,False
213,20171116,109.55005763841345,99.67,136.81,79.91,2.0955005763841346,2.117580219417034,-0.01042682720136956,-0.022434067497470345,-1,-1,2.117580219417034,True
214,20171117,111.36042278733532,101.37,139.11,81.04,2.1136042278733536,2.117580219417034,-0.0018776108254237034,-0.022434067497470345,-1,-2,2.117580219417034,True
215,20171120,116.02522149918715,104.46,145.12,86.64,2.1602522149918713,2.1602522149918713,0.0,-0.022434067497470345,1,1,2.1602522149918713,False
216,20171121,119.81053574304642,107.37,149.29,91.63,2.198105357430464,2.198105357430464,0.0,-0.022434067497470345,1,2,2.198105357430464,False
217,20171122,119.40622088869753,110.66,143.95,92.39,2.194062208886975,2.198105357430464,-0.0018393788677241174,-0.022434067497470345,-1,-1,2.198105357430464,True
218,20171123,120.66903434770435,111.97,145.88,92.29,2.2066903434770433,2.2066903434770433,0.0,-0.022434067497470345,1,1,2.2066903434770433,False
